standard_code,level,variant_no,template_text
6실01-02,매우잘함,1,"자기 관리 방법을 깊이 있게 탐색하여 올바른 생활습관을 스스로 계획하고 꾸준히 실천함."
6실01-02,매우잘함,2,"건강한 성장을 위해 필요한 생활 습관을 정확히 파악하고 이를 일상에서 모범적으로 실천함."
6실01-02,잘함,1,"건강한 발달을 위한 자기 관리 방법을 이해하고 생활습관 개선 계획을 세워 실천함."
6실01-02,잘함,2,"올바른 생활습관의 중요성을 인식하고 이를 실천하려는 태도를 꾸준히 보임."
6실01-02,보통,1,"자기 관리 방법에 관심을 보이며 생활습관 개선을 위해 노력하는 모습을 보임."
6실01-02,보통,2,"건강한 생활습관 형성의 필요성을 알아가고 있으며 점차 실천 노력을 더해감."
6실02-02,매우잘함,1,"생활자원 관리의 필요성을 정확히 인식하고 합리적인 보관·활용 방법을 능숙하게 익힘."
6실02-02,매우잘함,2,"시간과 용돈 등 생활자원을 계획적으로 관리하는 방법을 창의적으로 탐색하여 익힘."
6실02-02,잘함,1,"생활자원 관리의 필요성을 이해하고 합리적인 보관과 활용 방법을 익혀 나감."
6실02-02,잘함,2,"생활자원을 아껴 쓰는 방법을 파악하고 이를 실생활에 적용하려 노력함."
6실02-02,보통,1,"생활자원 관리의 중요성에 관심을 갖고 활용 방법을 조금씩 익혀가는 중임."
6실02-02,보통,2,"생활자원을 합리적으로 관리하는 방법에 대해 이해의 폭을 넓혀가고 있음."
6실03-02,매우잘함,1,"발명사고기법을 활용해 생활 속 문제를 창의적으로 해결하는 제품을 구상하고 완성도 있게 제작함."
6실03-02,매우잘함,2,"기술적 문제 해결 과정을 논리적으로 적용하여 독창적인 발명품을 설계하고 만들어 냄."
6실03-02,잘함,1,"발명사고기법과 문제 해결 과정을 이해하고 다양한 재료로 생활 속 문제를 해결하는 제품을 만듦."
6실03-02,잘함,2,"생활 속 불편함을 찾아 이를 해결할 아이디어를 구상하고 재료를 활용해 제작함."
6실03-02,보통,1,"발명사고기법에 관심을 갖고 생활 속 문제 해결 아이디어를 구상해 보려 노력함."
6실03-02,보통,2,"기술적 문제 해결 과정을 이해해 가는 중이며 제품 구상 활동에 점차 적극적으로 참여함."
6실04-06,매우잘함,1,"로봇의 융합 기술을 깊이 이해하고 코딩과 프로그램을 정확히 적용해 로봇을 능숙하게 동작시킴."
6실04-06,매우잘함,2,"간단한 로봇을 창의적으로 제작하고 프로그램을 적용해 의도한 대로 작동시켜 융합 기술의 가치를 인식함."
6실04-06,잘함,1,"로봇의 융합 기술을 이해하고 코딩을 적용하여 로봇을 동작시키는 체험을 성실히 수행함."
6실04-06,잘함,2,"간단한 로봇을 만들어 프로그램을 적용해 동작시키며 융합 기술의 원리를 파악함."
6실04-06,보통,1,"로봇의 융합 기술에 관심을 갖고 코딩 적용 활동에 점차 익숙해지고 있음."
6실04-06,보통,2,"로봇을 만들고 동작시키는 체험 활동에 참여하며 관련 개념을 조금씩 이해해감."
6실05-02,매우잘함,1,"컴퓨터에게 명령하는 방법을 정확히 체험하고 주어진 문제를 해결하는 프로그램을 완성도 있게 작성함."
6실05-02,매우잘함,2,"프로그래밍 절차를 논리적으로 구성하여 문제를 해결하는 프로그램을 창의적으로 작성함."
6실05-02,잘함,1,"컴퓨터에 명령하는 방법을 체험하고 주어진 문제를 해결하는 프로그램을 작성함."
6실05-02,잘함,2,"절차적 사고를 바탕으로 프로그램 명령어를 구성해 문제를 해결함."
6실05-02,보통,1,"컴퓨터 명령 방법에 관심을 갖고 프로그램 작성 활동에 차츰 익숙해지고 있음."
6실05-02,보통,2,"문제를 해결하는 프로그램 작성 과정을 따라가며 이해를 넓혀가는 중임."
6실05-05,매우잘함,1,"인공지능이 만들어지는 과정을 정확히 이해하고 사회에 미치는 영향을 깊이 있게 탐색함."
6실05-05,매우잘함,2,"인공지능 학습 원리를 체험을 통해 파악하고 그 사회적 영향을 다각도로 분석함."
6실05-05,잘함,1,"인공지능이 만들어지는 과정을 체험하고 사회에 미치는 영향을 탐색함."
6실05-05,잘함,2,"인공지능의 원리를 이해하려 노력하며 생활 속 활용 사례와 영향을 살펴봄."
6실05-05,보통,1,"인공지능이 만들어지는 과정에 관심을 갖고 관련 내용을 조금씩 이해해감."
6실05-05,보통,2,"인공지능이 사회에 미치는 영향에 대해 생각해보는 활동에 점차 참여도를 높여감."
6체01-01,매우잘함,1,"건강 체력과 운동 체력의 의미와 요소를 정확히 이해하고 자신에게 맞는 운동 방법을 창의적으로 탐색함."
6체01-01,매우잘함,2,"체력의 개념을 명확히 구분하며 다양한 운동 방법을 스스로 찾아 적용하는 능력이 뛰어남."
6체01-01,잘함,1,"건강 체력과 운동 체력의 요소를 이해하고 여러 운동 방법을 탐색하여 실천함."
6체01-01,잘함,2,"체력 요소의 의미를 파악하고 자신에게 맞는 운동 방법을 찾아 시도함."
6체01-01,보통,1,"체력 요소에 대한 기초적인 이해를 갖추고 있으며 다양한 운동 방법 탐색에 점차 관심을 보임."
6체01-01,보통,2,"건강 체력과 운동 체력의 개념을 익혀가는 과정에 있으며 꾸준한 탐색으로 향상이 기대됨."
6체01-04,매우잘함,1,"운동 중 발생할 수 있는 위험 상황을 정확히 예측하고 침착하게 예방 및 대처 방법을 실천함."
6체01-04,매우잘함,2,"생활 속 위험 요소를 민감하게 인지하고 안전 수칙을 스스로 세워 실천하는 태도가 돋보임."
6체01-04,잘함,1,"운동 및 생활 속 위험 상황을 파악하고 예방과 대처 방법을 익혀 안전하게 활동함."
6체01-04,잘함,2,"성장 발달을 저해하는 생활 방식의 문제점을 이해하고 안전하게 행동하려 노력함."
6체01-04,보통,1,"위험 상황 예방과 대처 방법에 대해 배워가고 있으며 안전 의식이 점차 자리 잡음."
6체01-04,보통,2,"생활 속 위험 요소에 대한 이해가 형성되는 중이며 반복 지도를 통해 안전 습관 형성이 기대됨."
6체01-05,매우잘함,1,"체력 운동을 끈기 있게 규칙적으로 수행하며 목표를 세워 꾸준히 실천하는 모습이 매우 우수함."
6체01-05,매우잘함,2,"힘든 순간에도 포기하지 않고 체력 운동을 성실하고 규칙적으로 지속하는 근성을 보임."
6체01-05,잘함,1,"체력 운동을 끈기 있게 규칙적으로 수행하며 성실한 태도를 보임."
6체01-05,잘함,2,"정해진 체력 운동을 꾸준히 반복하며 자기 관리 능력을 발휘함."
6체01-05,보통,1,"체력 운동 수행에 대한 흥미가 자라고 있으며 꾸준함을 기르면 좋은 결과가 기대됨."
6체01-05,보통,2,"규칙적인 체력 운동 습관이 형성되는 과정에 있으며 지속적인 격려가 도움이 될 것으로 보임."
6체02-02,매우잘함,1,"기술형 스포츠의 기본 움직임 기술을 응용한 동작을 정확하고 능숙하게 수행함."
6체02-02,매우잘함,2,"기술형 스포츠의 기본 기능을 빠르게 습득하여 세련된 동작으로 완성도 있게 구사함."
6체02-02,잘함,1,"기술형 스포츠 유형별 기본 움직임 기술을 파악하고 기본 기능을 수행함."
6체02-02,잘함,2,"기술형 스포츠의 기본 동작을 이해하고 이를 적용하여 무리 없이 수행함."
6체02-02,보통,1,"기술형 스포츠의 기본 기능을 익혀가는 중이며 반복 연습을 통해 향상될 것으로 기대됨."
6체02-02,보통,2,"기본 움직임 기술 습득에 노력하고 있으며 꾸준한 연습으로 능숙해질 가능성이 보임."
6체02-11,매우잘함,1,"스포츠 활동에서 팀원과 적극적으로 협력하고 구성원을 배려하는 태도가 매우 돋보임."
6체02-11,매우잘함,2,"경기 중 팀원의 의견을 존중하고 서로 도와가며 배려하는 모습을 모범적으로 실천함."
6체02-11,잘함,1,"스포츠 활동에 참여하며 팀원과 협력하고 구성원을 배려하는 태도를 보임."
6체02-11,잘함,2,"경기 상황에서 팀원과 협동하며 상대를 배려하는 모습을 꾸준히 실천함."
6체02-11,보통,1,"팀원과의 협력에 관심을 갖고 참여하고 있으며 배려하는 태도가 점차 자라남."
6체02-11,보통,2,"스포츠 활동 속에서 협동의 의미를 배워가는 중이며 앞으로의 성장이 기대됨."
6체03-03,매우잘함,1,"스포츠 표현의 기본 동작을 창의적으로 구성하여 완성도 높은 작품을 발표하고 깊이 있게 감상함."
6체03-03,매우잘함,2,"스포츠 표현 동작을 다채롭게 구성해 발표하며 다른 작품의 의도를 섬세하게 감상함."
6체03-03,잘함,1,"스포츠 표현의 기본 동작을 다양하게 구성하여 발표하고 감상함."
6체03-03,잘함,2,"스포츠 표현 동작을 여러 형태로 구성하여 무대에서 발표하고 친구의 작품을 감상함."
6체03-03,보통,1,"스포츠 표현 동작 구성에 관심을 보이며 발표와 감상 활동에 점차 익숙해지고 있음."
6체03-03,보통,2,"스포츠 표현의 기본 동작을 익히는 중이며 연습을 통해 표현력이 향상될 것으로 기대됨."
6체03-08,매우잘함,1,"다양한 표현 활동 유형을 폭넓게 수용하고 움직임 표현의 아름다움을 적극적으로 추구함."
6체03-08,매우잘함,2,"여러 표현 활동을 편견 없이 즐기며 동작 하나하나에서 아름다움을 찾아내는 안목이 뛰어남."
6체03-08,잘함,1,"다양한 표현 활동 유형을 수용하고 움직임 표현의 아름다움을 추구함."
6체03-08,잘함,2,"여러 표현 활동에 열린 태도로 참여하며 동작의 심미성을 느끼려 노력함."
6체03-08,보통,1,"다양한 표현 활동에 대한 이해가 넓어지고 있으며 심미적 안목이 점차 성장하고 있음."
6체03-08,보통,2,"표현 활동의 아름다움을 느끼는 경험을 쌓아가는 중이며 꾸준한 참여로 발전이 기대됨."
6음01-01,매우잘함,1,"바른 자세와 주법을 완전히 익혀 노래와 악기 연주에 곡의 느낌을 섬세하게 담아냄."
6음01-01,매우잘함,2,"다양한 표현 기법을 능숙히 구사하여 노래와 악기 연주 모두에서 풍부한 감정을 전달함."
6음01-01,잘함,1,"바른 주법을 익혀 노래나 악기 연주에서 곡의 느낌을 안정적으로 표현함."
6음01-01,잘함,2,"표현 기법을 이해하고 적용하여 곡의 분위기를 무리 없이 살려 연주함."
6음01-01,보통,1,"기본적인 주법을 익히는 중이며 꾸준히 연습하면 표현력이 더욱 향상될 것으로 보임."
6음01-01,보통,2,"노래와 악기 연주에 관심을 갖고 참여하며 자신의 느낌을 담아내려 노력하는 모습을 보임."
6음01-04,매우잘함,1,"학급 행사에 어울리는 곡을 스스로 선정하고 준비하여 생활 속 음악 활동을 주도적으로 실천함."
6음01-04,매우잘함,2,"생활 속에서 필요한 음악을 찾아 간단한 연주를 계획하고 발표하며 음악을 적극적으로 생활화함."
6음01-04,잘함,1,"간단한 형태의 연주를 미리 준비하여 생활 속 음악 활동에 성실히 참여함."
6음01-04,잘함,2,"상황에 맞는 곡을 준비해 발표함으로써 음악을 생활 속에서 실천하려는 태도를 보임."
6음01-04,보통,1,"안내에 따라 간단한 연주를 준비하며 생활 속 음악 활동에 조금씩 참여를 넓혀가고 있음."
6음01-04,보통,2,"음악 활동 준비 과정에 관심을 보이며 앞으로 더 적극적인 참여가 기대됨."
6음02-01,매우잘함,1,"다양한 악곡을 들으며 리듬, 가락, 셈여림 등 음악 요소를 정확히 감지하고 구별함."
6음02-01,매우잘함,2,"예민한 청각적 감수성으로 곡에 담긴 여러 음악 요소의 차이를 명확하게 구별해냄."
6음02-01,잘함,1,"음악을 들으며 주요 음악 요소를 대체로 정확하게 감지하고 구별함."
6음02-01,잘함,2,"곡을 감상하며 리듬이나 가락 등의 요소를 무리 없이 파악함."
6음02-01,보통,1,"음악을 들으며 요소를 찾아보려 노력하고 있으며 점차 구별 능력이 향상될 것으로 보임."
6음02-01,보통,2,"감상 활동에 흥미를 보이며 음악 요소에 대한 이해를 넓혀가고 있음."
6음02-04,매우잘함,1,"일상에서 다양한 음악을 스스로 찾아 들으며 그 아름다움에 깊이 공감하는 태도를 보임."
6음02-04,매우잘함,2,"생활 속 여러 장르의 음악을 즐겨 찾아 들으며 느낀 감동을 풍부하게 표현함."
6음02-04,잘함,1,"생활 속에서 음악을 즐겨 들으며 음악의 아름다움에 공감하는 모습을 보임."
6음02-04,잘함,2,"다양한 음악을 찾아 들으며 자신의 느낌을 자연스럽게 나타냄."
6음02-04,보통,1,"생활 속 음악에 관심을 갖기 시작했으며 점차 다양한 곡을 찾아 듣기를 기대함."
6음02-04,보통,2,"안내된 음악을 들으며 느낌을 표현해 보려 노력하는 모습을 보임."
6음03-01,매우잘함,1,"자신의 느낌과 아이디어를 창의적으로 떠올려 다양한 매체로 자신 있게 표현함."
6음03-01,매우잘함,2,"풍부한 상상력을 바탕으로 여러 방법을 활용해 자신만의 음악적 생각을 자신감 있게 나타냄."
6음03-01,잘함,1,"자신의 느낌과 생각을 떠올려 여러 방법으로 무리 없이 표현함."
6음03-01,잘함,2,"다양한 매체를 활용하여 자신의 아이디어를 안정적으로 표현함."
6음03-01,보통,1,"느낌과 아이디어를 표현하는 데 조금씩 자신감을 갖기 시작함."
6음03-01,보통,2,"다양한 표현 방법을 탐색해 보며 점차 자기 생각을 나타내려 노력함."
6음02-02,매우잘함,1,"여러 문화권의 음악을 폭넓게 감상하며 음악적 특징과 구성을 정확히 인식함."
6음02-02,매우잘함,2,"다양한 나라의 음악을 비교하며 각 음악의 특징과 짜임새를 깊이 있게 이해함."
6음02-02,잘함,1,"여러 문화권의 음악을 듣고 음악적 특징과 구성을 대체로 잘 인식함."
6음02-02,잘함,2,"다양한 지역의 음악을 감상하며 그 특징을 무리 없이 파악함."
6음02-02,보통,1,"다양한 문화권의 음악에 관심을 갖고 감상하며 특징 인식 능력을 키워가고 있음."
6음02-02,보통,2,"여러 나라의 음악을 접하며 음악적 구성에 대한 이해를 넓혀가는 중임."
6미01-01,매우잘함,1,"시각·촉각 등 다양한 감각과 디지털 매체를 능숙히 활용해 자신과 대상의 특징을 섬세하게 탐색함."
6미01-01,매우잘함,2,"사진과 영상 등 여러 매체를 창의적으로 다루며 자신과 주변 대상을 깊이 있게 탐구해 냄."
6미01-01,잘함,1,"다양한 감각과 매체를 활용하여 자신과 대상의 특징을 무리 없이 탐색함."
6미01-01,잘함,2,"여러 감각을 동원해 주변 대상을 살펴보고 매체를 적절히 다루어 탐구함."
6미01-01,보통,1,"감각과 매체를 활용한 탐색 활동에 점차 익숙해지며 관찰의 폭을 넓혀 가는 중임."
6미01-01,보통,2,"안내에 따라 대상을 탐색하며 다양한 매체 활용 경험을 차츰 쌓아 가고 있음."
6미01-04,매우잘함,1,"광고와 포스터 속 이미지의 의미를 비판적으로 분석하고 자신의 생각을 설득력 있게 전달함."
6미01-04,매우잘함,2,"시각 이미지에 담긴 의도를 예리하게 파악하여 느낌과 생각 전달에 효과적으로 활용함."
6미01-04,잘함,1,"이미지가 나타내는 의미를 이해하고 자신의 느낌과 생각을 전달하는 데 활용함."
6미01-04,잘함,2,"생활 속 이미지의 의미를 파악하여 자기 생각을 표현하는 데 무난히 적용함."
6미01-04,보통,1,"이미지의 의미를 이해하려 노력하며 자신의 생각을 표현하는 방법을 익혀 가는 중임."
6미01-04,보통,2,"이미지 해석 활동에 관심을 보이며 느낌을 전달하는 표현력을 점차 길러 가고 있음."
6미02-02,매우잘함,1,"디지털 매체를 포함한 다양한 표현 재료와 용구를 능숙히 탐색해 작품 제작에 창의적으로 활용함."
6미02-02,매우잘함,2,"태블릿 등 디지털 도구와 여러 재료의 특성을 정확히 파악해 완성도 높은 작품을 제작함."
6미02-02,잘함,1,"디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 작품 제작에 활용함."
6미02-02,잘함,2,"여러 재료와 용구의 쓰임을 이해하고 작품 제작 과정에 적절히 적용함."
6미02-02,보통,1,"표현 재료와 용구를 다루는 데 조금씩 익숙해지며 작품 제작에 적용해 가는 중임."
6미02-02,보통,2,"안내와 도움을 받아 다양한 재료를 탐색하고 작품 제작에 활용하는 경험을 쌓아 감."
6미02-04,매우잘함,1,"주제 표현에 대한 강한 의지를 갖고 제작 과정을 꾸준히 성찰하며 작품을 완성도 있게 발전시킴."
6미02-04,매우잘함,2,"표현 과정을 스스로 점검하고 보완하며 작품을 끝까지 책임감 있게 완성해 냄."
6미02-04,잘함,1,"주제 표현에 의지를 갖고 표현 과정을 돌아보며 작품을 발전시킴."
6미02-04,잘함,2,"제작 과정을 되돌아보며 부족한 부분을 보완해 작품을 완성함."
6미02-04,보통,1,"표현 과정을 돌아보는 태도를 기르며 작품을 완성해 가려는 노력을 보임."
6미02-04,보통,2,"교사의 격려에 힘입어 작품 제작을 끝까지 이어 가는 태도를 보여 줌."
6미03-02,매우잘함,1,"작품의 소재와 주제, 재료와 표현 방법을 정교하게 분석하여 특징을 논리적으로 설명함."
6미03-02,매우잘함,2,"조형 요소와 원리를 근거로 작품의 내용과 형식을 깊이 있게 해석해 발표함."
6미03-02,잘함,1,"미술 작품의 내용과 형식을 분석하여 작품의 특징을 설명함."
6미03-02,잘함,2,"작품의 소재와 표현 방법을 살펴보고 특징을 자기 언어로 정리해 설명함."
6미03-02,보통,1,"작품의 내용과 형식을 분석하는 방법을 익히며 특징 설명 능력을 키워 가는 중임."
6미03-02,보통,2,"작품의 특징을 찾아 설명하는 활동에 흥미를 보이며 표현력을 차근차근 길러 가고 있음."
6미03-04,매우잘함,1,"다양한 감상 방법을 활용해 작품을 폭넓게 이해하고 서로 다른 관점을 존중하는 태도가 돋보임."
6미03-04,매우잘함,2,"토의와 질문 만들기 등 여러 방법으로 작품을 감상하며 타인의 관점을 열린 자세로 수용함."
6미03-04,잘함,1,"다양한 방법을 활용하여 작품을 감상하며 서로 다른 관점을 존중함."
6미03-04,잘함,2,"여러 감상 활동에 참여하며 친구들의 다양한 의견을 잘 받아들임."
6미03-04,보통,1,"작품 감상 활동에 참여하며 다른 사람의 관점을 이해하려는 태도를 조금씩 키워 감."
6미03-04,보통,2,"다양한 감상 방법에 관심을 갖고 접해 보며 관점의 다양성을 배워 가는 중임."
