code,subject,domain,grade,description
6실02-01,실과,생활환경과 지속가능한 삶,5-6학년군,"시간이나 용돈과 같은 생활자원이 제한되어 있음을 이해하고, 생활자원의 사용가치를 높이는 방법을 탐색한다."
6실02-02,실과,생활환경과 지속가능한 삶,5-6학년군,"생활자원 관리의 필요성을 인식하고, 합리적인 생활자원의 보관과 활용방법을 익힌다."
6실02-03,실과,생활환경과 지속가능한 삶,5-6학년군,"생활자원의 올바른 사용이 가정과 환경에 도움이 됨을 이해하고 재활용, 재사용 등 환경을 고려한 관리 방법을 실천한다."
6실02-04,실과,생활환경과 지속가능한 삶,5-6학년군,식재료 생산과 선택의 중요성을 인식하고 여러 식재료의 고유하고 다양한 맛을 경험하여 자신의 식사에 적용한다.
6실02-05,실과,생활환경과 지속가능한 삶,5-6학년군,음식의 조리과정을 체험하여 자신의 간식이나 식사를 스스로 마련하는 식생활을 실천한다.
6실02-06,실과,생활환경과 지속가능한 삶,5-6학년군,"우리나라의 밥상차림을 이해하고, 함께 식사하는 즐거움을 경험하면서 이 과정에서 식사 예절을 실천한다."
6실02-07,실과,생활환경과 지속가능한 삶,5-6학년군,의생활 용품이 만들어지는 과정을 탐색하여 옷이나 생활용품이 어떻게 구성되는지를 설명한다.
6실02-08,실과,생활환경과 지속가능한 삶,5-6학년군,다양한 도구와 재료를 활용하여 간단한 생활용품을 만들어 보면서 직접 만들어 쓰는 즐거움과 창의적 태도를 가진다.
6실02-09,실과,생활환경과 지속가능한 삶,5-6학년군,간단한 옷의 수선 등 의생활과 관련된 문제를 스스로 해결하려는 태도를 가진다.
6실02-10,실과,생활환경과 지속가능한 삶,5-6학년군,"자신의 생활공간을 쾌적하고 위생적으로 관리하는 것의 중요성을 알고, 정리정돈과 청소 및 쓰레기 처리의 방법을 익혀 실천한다."
6실02-11,실과,생활환경과 지속가능한 삶,5-6학년군,생태 지향적인 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다.
6실03-01,실과,기술적 문제해결과 혁신,5-6학년군,"발명의 의미를 이해하고, 일상생활을 바꾼 발명품을 탐색하여 발명과 기술에 대한 중요성과 가치를 인식한다."
6실03-02,실과,기술적 문제해결과 혁신,5-6학년군,"발명사고기법과 기술적 문제 해결 과정을 이해하고, 다양한 재료를 활용하여 생활 속 문제를 해결할 수 있는 창의적인 제품을 구상하여 만들어봄으로써 실천적 태도를 갖는다."
6실03-03,실과,기술적 문제해결과 혁신,5-6학년군,"발명과 특허의 관계를 이해하고, 특허 침해 사례를 통하여 지식재산권의 중요성을 인식하여 올바른 방법으로 활용한다."
6실03-04,실과,기술적 문제해결과 혁신,5-6학년군,수송의 의미와 수송 수단의 발달과정에 대한 이해를 바탕으로 생활 속 다양한 수송 수단을 탐색한다.
6실03-05,실과,기술적 문제해결과 혁신,5-6학년군,"수송 수단의 구성 요소를 이해하고, 친환경 에너지를 적용한 다양한 수송 수단의 시제품을 만들어 수송기술의 가치를 인식한다."
6실04-01,실과,지속가능한 기술과 융합,5-6학년군,"친환경 건설 구조물을 이해하고, 생활 속 건설 구조물을 탐색하여 간단한 구조물을 체험하면서 건설기술에 대한 가치를 인식한다."
6실04-02,실과,지속가능한 기술과 융합,5-6학년군,"생활 속 디지털 기술의 중요성을 이해하고, 디지털 기기와 디지털 콘텐츠 저작 도구를 사용하여 발표 자료를 만들어 보면서 디지털 기기의 활용 능력을 기른다."
6실04-03,실과,지속가능한 기술과 융합,5-6학년군,"제작한 발표 자료를 사이버 공간에 공유하고, 건전한 정보기기의 활용을 실천한다."
6실04-04,실과,지속가능한 기술과 융합,5-6학년군,"로봇의 개념과 구조를 이해하고, 생활 속 로봇 기능을 체험하여 로봇의 중요성을 인식한다."
6실04-05,실과,지속가능한 기술과 융합,5-6학년군,"로봇의 종류와 활용 사례를 통하여 작동 원리를 이해하고, 로봇에 대한 관심과 흥미를 가진다."
6실04-06,실과,지속가능한 기술과 융합,5-6학년군,"로봇의 융합 기술을 이해하고, 간단한 로봇을 만들어 코딩과 프로그램을 적용하여 동작시키는 체험을 통해 융합 기술의 가치를 인식한다."
6실04-07,실과,지속가능한 기술과 융합,5-6학년군,생활 속 동식물 자원을 활용 목적에 따라 분류하고 이와 관련된 다양한 생명기술을 탐색한다.
6실04-08,실과,지속가능한 기술과 융합,5-6학년군,"생활 속 동식물을 기르고 가꾸는 방법을 알고, 동식물을 기르고 가꾸는 과정의 체험을 통해 생태 존중감을 가진다."
6실04-09,실과,지속가능한 기술과 융합,5-6학년군,동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업이 순환되고 있음을 인식하고 농업의 미래가치를 인식한다.
6실04-10,실과,지속가능한 기술과 융합,5-6학년군,생활 속에서 농업활동과 관련된 모습을 분석하고 이에 따른 농업활동을 체험하여 농업에 대한 관심을 두고 이를 생활 속에서 실천한다.
6실04-11,실과,지속가능한 기술과 융합,5-6학년군,농업과 농촌의 다원적인 역할과 가치를 이해하고 미래 농업과 관련된 다양한 직업 세계를 탐색한다.
6실05-01,실과,디지털 사회와 인공지능,5-6학년군,컴퓨터를 활용한 생활 속 문제해결 사례를 탐색하고 일상생활 속 문제를 해결하기 위한 알고리즘을 다양한 방법으로 표현한다.
6실05-02,실과,디지털 사회와 인공지능,5-6학년군,"컴퓨터에게 명령하는 방법을 체험하고, 주어진 문제를 해결하는 프로그램을 작성한다."
6실05-03,실과,디지털 사회와 인공지능,5-6학년군,"실생활의 문제를 해결하는 프로그램을 협력하여 작성하고, 산출물을 타인과 공유한다."
6실05-04,실과,디지털 사회와 인공지능,5-6학년군,"디지털 데이터와 아날로그 데이터의 특징을 이해하고, 인공지능에 활용할 수 있는 데이터의 유형이나 형태를 탐색한다."
6실05-05,실과,디지털 사회와 인공지능,5-6학년군,"인공지능이 만들어지는 과정을 체험하고, 인공지능이 사회에 미치는 영향을 탐색한다."
6영01-01,영어,이해,5-6학년군,"간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 식별한다."
6영01-02,영어,이해,5-6학년군,"간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 소리 내어 읽는다."
6영01-03,영어,이해,5-6학년군,"간단한 단어, 어구, 문장의 의미를 이해한다."
6영01-04,영어,이해,5-6학년군,일상생활 주제에 관한 담화나 글의 세부 정보를 파악한다.
6영01-05,영어,이해,5-6학년군,일상생활 주제에 관한 담화나 글의 중심 내용을 파악한다.
6영01-06,영어,이해,5-6학년군,일상생활 주제에 관한 담화나 글에서 일이나 사건의 순서를 파악한다.
6영01-07,영어,이해,5-6학년군,적절한 전략을 활용하여 일상생활 주제에 관한 담화나 글을 듣거나 읽는다.
6영01-08,영어,이해,5-6학년군,다양한 매체로 표현된 담화나 글을 흥미와 자신감을 가지고 듣거나 읽는다.
6영01-09,영어,이해,5-6학년군,"시, 노래, 이야기를 공감하며 듣거나 읽는다."
6영01-10,영어,이해,5-6학년군,일상생활 주제나 문화에 관한 담화나 글을 포용의 태도로 듣거나 읽는다.
6영02-01,영어,표현,5-6학년군,"간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 말한다."
6영02-02,영어,표현,5-6학년군,"실물, 그림, 동작 등을 보고 간단한 단어, 어구, 문장으로 말하거나 쓴다."
6영02-03,영어,표현,5-6학년군,알파벳 대소 문자와 문장 부호를 문장에서 바르게 사용한다.
6영02-04,영어,표현,5-6학년군,주변 사람이나 사물을 간단한 문장으로 소개하거나 묘사한다.
6영02-05,영어,표현,5-6학년군,"주변 장소나 위치, 행동 순서나 방법을 간단한 문장으로 설명한다."
6영02-06,영어,표현,5-6학년군,"자신의 감정이나 의견, 경험이나 계획을 간단한 문장으로 표현한다."
6영02-07,영어,표현,5-6학년군,일상생활 주제에 관한 담화나 글의 세부 정보를 간단한 문장으로 묻거나 답한다.
6영02-08,영어,표현,5-6학년군,예시문을 참고하여 목적에 맞는 간단한 글을 쓴다.
6영02-09,영어,표현,5-6학년군,적절한 매체와 전략을 활용하여 창의적으로 의미를 생성하고 표현한다.
6영02-10,영어,표현,5-6학년군,의사소통 활동에 흥미와 자신감을 가지고 참여하여 협력적으로 수행한다.
6음01-01,음악,연주,5-6학년군,바른 주법과 표현 기법을 익혀 노래나 악기로 느낌을 담아 연주한다.
6음01-02,음악,연주,5-6학년군,음악 요소를 살려 노래나 악기로 발표하고 과정을 돌아본다.
6음01-03,음악,연주,5-6학년군,소리의 어울림을 생각하며 다양한 방법으로 함께 표현한다.
6음01-04,음악,연주,5-6학년군,간단한 형태의 연주를 준비하여 생활 속 음악 활동에 참여한다.
6음02-01,음악,감상,5-6학년군,음악을 듣고 음악의 요소를 감지하며 구별한다.
6음02-02,음악,감상,5-6학년군,다양한 문화권의 음악을 듣고 음악적 특징과 음악의 간단한 구성을 인식한다.
6음02-03,음악,감상,5-6학년군,다양한 종류의 음악을 듣고 음악의 배경과 활용을 설명한다.
6음02-04,음악,감상,5-6학년군,생활 속에서 음악을 찾아 들으며 아름다움을 느끼고 공감한다.
6음02-05,음악,감상,5-6학년군,우리나라 음악 문화유산을 찾아 듣고 국악의 가치를 인식한다.
6음03-01,음악,창작,5-6학년군,느낌과 아이디어를 떠올려 여러 매체나 방법으로 자신감 있게 표현한다.
6음03-02,음악,창작,5-6학년군,기초적인 기보를 활용하여 간단한 조건에 따라 악곡의 일부를 바꾼다.
6음03-03,음악,창작,5-6학년군,음악의 요소를 활용하여 간단한 음악을 만든다.
6음03-04,음악,창작,5-6학년군,생활 주변 상황이나 이야기를 활용하여 음악을 만들며 열린 태도를 갖는다.
6체01-01,체육,운동,5-6학년군,건강 체력과 운동 체력의 의미와 요소를 파악하고 다양한 운동 방법을 탐색한다.
6체01-02,체육,운동,5-6학년군,건강 체력과 운동 체력을 측정하고 자신의 체력 수준에 맞는 운동을 시도한다.
6체01-03,체육,운동,5-6학년군,성장 발달의 의미와 특성을 이해하고 운동과의 관계를 파악한다.
6체01-04,체육,운동,5-6학년군,"운동 및 생활 속 위험 상황, 성장 발달을 저해하는 생활 방식의 문제점을 파악하고 예방 및 대처 방법을 익혀 안전하게 활동한다."
6체01-05,체육,운동,5-6학년군,체력 운동을 끈기 있게 규칙적으로 수행한다.
6체01-06,체육,운동,5-6학년군,"성장 및 발달 과정에서 나타나는 신체적, 정서적, 사회적 특성과 차이를 공감하고 위험 상황에 침착하게 대처한다."
6체02-01,체육,스포츠,5-6학년군,기술형 스포츠의 의미와 유형을 파악한다.
6체02-02,체육,스포츠,5-6학년군,기술형 스포츠 유형별로 기본 움직임 기술을 응용한 기본 기능을 파악하고 수행한다.
6체02-03,체육,스포츠,5-6학년군,기술형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.
6체02-04,체육,스포츠,5-6학년군,전략형 스포츠의 의미와 유형을 파악한다.
6체02-05,체육,스포츠,5-6학년군,전략형 스포츠 유형별로 기본 움직임 기술을 응용한 기본 기능을 파악하고 수행한다.
6체02-06,체육,스포츠,5-6학년군,전략형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.
6체02-07,체육,스포츠,5-6학년군,생태형 스포츠의 의미와 유형을 파악한다.
6체02-08,체육,스포츠,5-6학년군,생태형 스포츠 유형별로 기본 움직임 기술을 응용한 기본 기능을 파악하고 수행한다.
6체02-09,체육,스포츠,5-6학년군,생태형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.
6체02-10,체육,스포츠,5-6학년군,스포츠 활동에 참여하며 목표를 달성하기 위한 의지를 실천하고 상대의 기술을 인정한다.
6체02-11,체육,스포츠,5-6학년군,스포츠 활동에 참여하며 팀원과 협력하고 구성원을 배려한다.
6체02-12,체육,스포츠,5-6학년군,스포츠 활동에 참여하며 환경을 아끼고 감사하는 태도를 실천한다.
6체03-01,체육,표현,5-6학년군,표현 활동의 의미와 유형을 파악한다.
6체03-02,체육,표현,5-6학년군,스포츠 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.
6체03-03,체육,표현,5-6학년군,스포츠 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.
6체03-04,체육,표현,5-6학년군,전통 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.
6체03-05,체육,표현,5-6학년군,전통 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.
6체03-06,체육,표현,5-6학년군,현대 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.
6체03-07,체육,표현,5-6학년군,현대 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.
6체03-08,체육,표현,5-6학년군,"다양한 표현 활동 유형을 수용하고, 움직임 표현의 아름다움을 추구한다."
