code,subject,domain,grade,description
4음01-01,음악,연주,3-4학년군,바른 자세와 주법을 익혀 노래 부르거나 악기로 연주한다.
4음01-02,음악,연주,3-4학년군,기초적인 음악 요소를 살려 노래 부르거나 악기로 연주하고 느낌을 이야기한다.
4음01-03,음악,연주,3-4학년군,노래와 악기 연주에 어울리는 신체표현이나 놀이를 하며 음악을 즐긴다.
4음01-04,음악,연주,3-4학년군,생활 속에서 음악을 경험하며 연주에 관심을 가지고 참여한다.
4음02-01,음악,감상,3-4학년군,음악을 듣고 기초적인 음악 요소를 탐색하며 반응한다.
4음02-02,음악,감상,3-4학년군,다양한 음악을 듣고 음악적 특징을 발견한다.
4음02-03,음악,감상,3-4학년군,다양한 종류의 음악을 듣고 음악의 분위기를 묘사하거나 쓰임을 이야기한다.
4음02-04,음악,감상,3-4학년군,생활 속에서 음악을 들으며 느낌과 호기심을 갖고 즐긴다.
4음02-05,음악,감상,3-4학년군,우리 지역의 음악 문화유산을 찾아 듣고 국악을 즐기는 태도를 갖는다.
4음03-01,음악,창작,3-4학년군,느낌과 상상을 즉흥적으로 표현하며 음악에 대한 흥미를 갖는다.
4음03-02,음악,창작,3-4학년군,악곡의 일부를 바꾸어 표현하고 간단한 악보로 나타낸다.
4음03-03,음악,창작,3-4학년군,기초적인 음악 요소를 활용하여 소리나 음악으로 표현한다.
4음03-04,음악,창작,3-4학년군,생활 주변의 소리나 장면을 모방하며 음악의 새로움을 즐기는 태도를 갖는다.
4체01-01,체육,운동,3-4학년군,운동과 체력의 의미를 이해하고 관계를 파악한다.
4체01-02,체육,운동,3-4학년군,기본 체력 운동의 방법과 절차를 익히며 자신의 수준에 맞는 운동을 시도한다.
4체01-03,체육,운동,3-4학년군,운동과 건강의 의미를 이해하고 관계를 파악한다.
4체01-04,체육,운동,3-4학년군,건강을 위한 바른 생활 습관을 이해하고 생활 속에서 규칙적으로 실천한다.
4체01-05,체육,운동,3-4학년군,자신의 신체적 특징을 긍정적으로 인식하고 운동 계획을 세워 안전하게 활동한다.
4체01-06,체육,운동,3-4학년군,운동과 건강한 생활 습관 형성에 관심을 갖고 적극적으로 실천한다.
4체02-01,체육,스포츠,3-4학년군,스포츠의 의미와 유형을 파악한다.
4체02-02,체육,스포츠,3-4학년군,기본 움직임 기술의 의미와 종류를 이해하고 스포츠와의 관계를 파악한다.
4체02-03,체육,스포츠,3-4학년군,움직임 요소에 따른 기본 움직임 기술의 수행 방법을 파악하고 시도한다.
4체02-04,체육,스포츠,3-4학년군,기본 움직임 기술을 연결한 복합적인 움직임 기술을 파악하고 시도한다.
4체02-05,체육,스포츠,3-4학년군,기술형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
4체02-06,체육,스포츠,3-4학년군,전략형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
4체02-07,체육,스포츠,3-4학년군,생태형 스포츠에 적합한 기본 움직임 기술을 파악하고 시도한다.
4체02-08,체육,스포츠,3-4학년군,움직임 기술 수행에 자신감을 갖고 적극적으로 시도한다.
4체02-09,체육,스포츠,3-4학년군,게임 활동에 최선을 다하고 규칙을 지킨다.
4체02-10,체육,스포츠,3-4학년군,다양한 스포츠 환경에 개방적인 태도를 갖고 적극적이고 안전하게 스포츠 활동에 참여한다.
4체03-01,체육,표현,3-4학년군,표현 활동의 의미와 기본 움직임 기술과의 관계를 파악한다.
4체03-02,체육,표현,3-4학년군,움직임 요소에 따른 기본 움직임 기술의 표현 방법을 파악하고 시도한다.
4체03-03,체육,표현,3-4학년군,기본 움직임 기술을 활용하여 사물이나 자연을 모방하여 표현한다.
4체03-04,체육,표현,3-4학년군,기본 움직임 기술을 활용하여 느낌이나 생각을 표현한다.
4체03-05,체육,표현,3-4학년군,기본 움직임 기술을 리듬에 맞춰 표현한다.
4체03-06,체육,표현,3-4학년군,기본 움직임 기술을 도구를 활용하여 표현한다.
4체03-07,체육,표현,3-4학년군,움직임의 심미적 표현에 대한 호기심과 감수성을 나타낸다.
