standard_code,level,variant_no,template_text
6국05-02,잘함,1,비유적 표현의 효과에 유의하여 작품을 감상함.
6국05-02,잘함,2,비유적 표현을 살피며 작품을 감상하는 능력을 갖춤.
6국05-02,보통,1,비유에 대한 부분적인 이해를 바탕으로 비유적 표현을 찾으며 작품을 읽음.
6국05-02,보통,2,비유적 표현을 찾아보며 작품 감상에 조금씩 익숙해지고 있음.
6국05-03,매우잘함,1,"인물, 사건, 배경에 대한 이해를 바탕으로 소설이나 극을 읽고 이를 적절하게 정리함."
6국05-03,매우잘함,2,"소설이나 극의 인물, 사건, 배경을 깊이 이해하고 체계적으로 정리하는 능력이 돋보임."
6국05-03,잘함,1,"인물, 사건, 배경에 대한 이해를 바탕으로 소설이나 극을 읽고 이를 찾을 수 있음."
6국05-03,잘함,2,"소설이나 극을 읽고 인물, 사건, 배경을 파악하는 능력을 갖춤."
6국05-03,보통,1,"소설이나 극을 읽고 인물, 사건, 배경이 있음을 앎."
6국05-03,보통,2,"소설이나 극 속 인물과 사건, 배경을 찾아보는 경험을 쌓아가고 있음."
6국05-04,매우잘함,1,작품에서 인상적인 부분을 찾아 그 이유를 작품과 연결 지어 구체적으로 설명하고 의견을 즐겨 나눔.
6국05-04,매우잘함,2,인상 깊은 장면을 작품과 연결하여 명료하게 설명하고 다른 사람과 활발히 의견을 나누는 태도가 돋보임.
6국05-04,잘함,1,작품에서 인상적인 부분을 찾아 그 이유를 말하면서 다른 사람과 의견을 나눔.
6국05-04,잘함,2,작품의 인상적인 부분과 이유를 설명하며 의견을 나누는 능력을 갖춤.
6국05-04,보통,1,작품에서 인상적인 부분을 찾아 자신의 의견을 말함.
6국05-04,보통,2,작품에서 인상 깊었던 부분을 찾아보는 경험을 쌓아가고 있음.
6국05-05,매우잘함,1,"일상생활에서의 경험을 시, 소설, 극, 수필 등의 적절한 갈래로 창의적으로 표현함."
6국05-05,매우잘함,2,자신의 경험을 다양한 문학 갈래로 참신하고 창의적으로 재구성하여 표현하는 역량이 뛰어남.
6국05-05,잘함,1,"일상생활에서의 경험을 시, 소설, 극, 수필 등의 갈래로 표현함."
6국05-05,잘함,2,자신의 경험을 알맞은 문학 갈래를 골라 표현하는 능력을 갖춤.
6국05-05,보통,1,"일상생활에서의 경험을 시, 소설, 극, 수필 등의 갈래로 간단하게 표현함."
6국05-05,보통,2,자신의 경험을 문학 갈래로 표현해 보는 경험을 쌓아가고 있음.
6국05-06,매우잘함,1,작품을 읽고 자신의 삶을 작품과 적절하게 연관 지어 탐색하고 적극적으로 성찰하는 태도를 지님.
6국05-06,매우잘함,2,작품과 자신의 삶을 깊이 있게 연결 지어 성찰하며 의미를 확장해 가는 태도가 돋보임.
6국05-06,잘함,1,작품을 읽고 자신의 삶을 작품과 연관 지어 탐색하고 성찰하는 태도를 지님.
6국05-06,잘함,2,작품을 읽고 자신의 삶과 연결 지어 생각해 보는 태도를 갖춤.
6국05-06,보통,1,작품을 읽고 연관된 자신의 경험을 떠올리는 태도를 지님.
6국05-06,보통,2,작품을 읽으며 자신의 경험을 떠올려 보는 태도가 조금씩 자라나고 있음.
6국06-01,매우잘함,1,정보 검색 도구의 기능과 특성을 이해하고 적절한 전략으로 목적에 맞는 매체 자료를 찾아 활용함.
6국06-01,매우잘함,2,다양한 검색 전략을 능숙하게 활용하여 목적에 부합하는 매체 자료를 폭넓게 찾아내는 역량이 뛰어남.
6국06-01,잘함,1,정보 검색 도구의 기능이나 특성을 이해하고 이를 활용하여 목적에 맞는 매체 자료를 찾음.
6국06-01,잘함,2,정보 검색 도구를 활용하여 목적에 맞는 매체 자료를 찾는 능력을 갖춤.
6국06-01,보통,1,정보 검색 도구를 활용하여 매체 자료를 찾음.
6국06-01,보통,2,정보 검색 도구를 활용해 자료를 찾아보는 경험을 쌓아가고 있음.
6국06-02,매우잘함,1,신뢰성 평가 기준을 다각적으로 고려하여 뉴스 및 각종 정보 매체 자료의 신뢰성을 종합적으로 평가함.
6국06-02,매우잘함,2,다양한 기준을 적용해 뉴스와 정보 매체 자료의 신뢰성을 깊이 있게 판단하는 능력이 돋보임.
6국06-02,잘함,1,정보 매체 자료의 신뢰성 평가 기준에 따라 뉴스 및 각종 정보 매체 자료의 신뢰성을 평가함.
6국06-02,잘함,2,평가 기준에 따라 뉴스와 정보 매체 자료의 신뢰성을 판단하는 능력을 갖춤.
6국06-02,보통,1,뉴스나 정보 매체 자료의 신뢰성을 제한적으로 평가함.
6국06-02,보통,2,뉴스나 정보 매체 자료의 신뢰성을 살펴보는 경험을 쌓아가고 있음.
6국06-03,매우잘함,1,매체 자료의 양식적 특성과 수용자의 반응을 적극적으로 고려하여 효과적인 복합양식 자료를 제작·공유함.
6국06-03,매우잘함,2,다양한 매체 양식과 수용자 반응을 폭넓게 고려하여 완성도 높은 복합양식 자료를 제작해 공유함.
6국06-03,잘함,1,다양한 매체 및 매체 자료의 양식적 특성과 수용자의 반응을 고려하여 복합양식 매체 자료를 제작·공유함.
6국06-03,잘함,2,매체의 양식적 특성과 수용자 반응을 고려해 복합양식 자료를 제작하는 능력을 갖춤.
6국06-03,보통,1,매체 및 매체 자료의 양식적 특성을 제한적으로 고려하여 복합양식 자료의 일부를 제작·공유함.
6국06-03,보통,2,복합양식 매체 자료를 제작해 공유해 보는 경험을 쌓아가고 있음.
6국06-04,매우잘함,1,자신의 매체 이용 양상을 다양한 측면에서 성찰하고 바람직한 이용 방법을 능동적으로 탐색함.
6국06-04,매우잘함,2,매체 이용 습관을 폭넓게 되돌아보며 개선 방안을 스스로 찾아가는 성찰 태도가 돋보임.
6국06-04,잘함,1,자신의 매체 이용 양상을 성찰하고 바람직한 매체 이용 방법을 탐색함.
6국06-04,잘함,2,매체 이용 양상을 되돌아보고 바람직한 방법을 찾아가는 태도를 갖춤.
6국06-04,보통,1,자신의 매체 이용 양상을 떠올리고 바람직한 매체 이용 방법을 제한적으로 탐색함.
6국06-04,보통,2,매체 이용 양상을 조금씩 돌아보는 습관을 길러가고 있음.
6도01-01,매우잘함,1,자주적인 삶에 대한 전반적인 이해를 바탕으로 생활 전반에서 생활계획을 세우고 실천하여 주체적인 삶의 태도를 지님.
6도01-01,매우잘함,2,자주적인 삶에 대해 폭넓게 이해하고 생활 전반에 걸쳐 생활계획을 세워 실천하며 주체적인 삶의 태도를 보임.
6도01-01,잘함,1,자주적인 삶에 대한 이해를 바탕으로 자신의 생활계획을 세우고 실천하여 주체적인 삶의 태도를 기름.
6도01-01,잘함,2,자주적인 삶을 이해하고 생활계획을 세워 실천함으로써 주체적인 삶의 태도를 갖춤.
6도01-01,보통,1,자주적인 삶에 대한 이해를 조금씩 넓혀가며 생활계획을 세우고 실천하려 노력하는 모습을 보임.
6도01-01,보통,2,자주적인 삶에 대해 기초적으로 이해하고 생활계획을 세워 실천하려는 태도를 키워가고 있음.
6도01-02,매우잘함,1,전반적인 생활 습관에 대한 성찰을 통해 자기 생활을 다각도로 점검하고 올바른 계획을 세워 꾸준히 실천함.
6도01-02,매우잘함,2,생활 습관을 폭넓게 성찰하여 자기 생활을 다각도로 점검하고 올바른 계획을 세워 지속적으로 실천하는 모습을 보임.
6도01-02,잘함,1,생활 습관에 대한 성찰을 통해 자기 생활을 점검하고 올바른 계획을 세워 실천함.
6도01-02,잘함,2,자신의 생활 습관을 성찰하며 생활을 점검하고 올바른 계획을 세워 꾸준히 실천함.
6도01-02,보통,1,생활 습관을 살펴보며 자기 생활을 점검하고 올바른 계획을 세우는 데 관심을 가지고 노력함.
6도01-02,보통,2,자신의 생활 습관을 돌아보고 올바른 계획을 세우는 것에 점차 관심을 기울이는 모습을 보임.
6도01-03,매우잘함,1,하고 싶은 일을 선택할 때 도덕적 고려의 필요성을 포괄적으로 이해하고 특기와 적성을 다각도로 탐색해 구체적 진로계획을 수립함.
6도01-03,매우잘함,2,진로 선택 시 도덕적 고려의 필요성을 깊이 이해하고 특기와 적성을 다각도로 탐색하여 진로계획을 구체적으로 세움.
6도01-03,잘함,1,하고 싶은 일을 선택할 때 도덕적 고려의 필요성을 이해하고 특기와 적성을 탐색하여 진로계획을 수립함.
6도01-03,잘함,2,진로 선택에서 도덕적 고려의 필요성을 이해하고 특기와 적성을 탐색하여 진로계획을 세움.
6도01-03,보통,1,진로 선택 시 도덕적 고려의 필요성을 조금씩 이해해 가며 특기와 적성 탐색을 통한 진로계획 수립에 관심을 가짐.
6도01-03,보통,2,하고 싶은 일을 선택할 때 도덕적 고려에 대해 기초적으로 이해하고 진로계획 수립에 관심을 기울이는 모습을 보임.
6도02-01,매우잘함,1,봉사의 의미와 중요성을 포괄적으로 이해하고 타인의 상황과 환경에 깊은 관심을 바탕으로 생활 전반에서 봉사를 실천함.
6도02-01,매우잘함,2,봉사의 의미와 중요성을 폭넓게 이해하고 타인의 상황과 환경에 세심한 관심을 기울이며 꾸준히 봉사를 실천함.
6도02-01,잘함,1,봉사의 의미와 중요성을 이해하고 타인이 처한 상황과 환경에 대한 관심을 바탕으로 봉사를 실천함.
6도02-01,잘함,2,봉사의 의미와 중요성을 이해하며 타인의 상황과 환경에 관심을 가지고 봉사를 실천함.
6도02-01,보통,1,봉사의 의미와 중요성을 조금씩 이해해 가며 타인의 상황과 환경에 관심을 갖고 봉사를 실천하려 노력함.
6도02-01,보통,2,봉사의 의미와 중요성에 대해 기초적으로 이해하고 타인에 대한 관심을 바탕으로 봉사 실천에 힘씀.
6도02-02,매우잘함,1,편견 발생 이유를 다각도로 탐색하고 다양성 존중을 바탕으로 올바른 관계 맺기 실천 방안을 다양하게 탐구함.
6도02-02,매우잘함,2,편견의 발생 원인을 여러 측면에서 탐색하고 다양성 존중을 바탕으로 올바른 관계 맺기 방안을 폭넓게 탐구함.
6도02-02,잘함,1,편견이 발생하는 이유를 탐색하여 해결 방안을 살펴보고 다양성 존중을 바탕으로 올바른 관계 맺기 방안을 탐구함.
6도02-02,잘함,2,편견 발생의 이유를 탐색하고 다양성 존중을 바탕으로 다른 사람과의 올바른 관계 맺기 방안을 탐구함.
6도02-02,보통,1,편견이 발생하는 이유를 탐색해 보려 노력하며 다양성 존중을 바탕으로 올바른 관계 맺기 방안에 관심을 가짐.
6도02-02,보통,2,편견의 발생 이유에 관심을 갖고 다양성 존중을 바탕으로 다른 사람과의 관계 맺기 방안을 살펴보려 노력함.
6도02-03,매우잘함,1,인간과 인공지능 로봇 간의 관계를 다각도로 파악하고 도덕에 기반을 둔 관계 형성의 필요성을 포괄적으로 탐구함.
6도02-03,매우잘함,2,인간과 인공지능 로봇 간의 다양한 관계를 폭넓게 파악하고 도덕에 기반한 관계 형성의 필요성을 깊이 있게 탐구함.
6도02-03,잘함,1,인간과 인공지능 로봇 간의 관계를 파악하고 도덕에 기반을 둔 관계 형성의 필요성을 이해함.
6도02-03,잘함,2,인간과 인공지능 로봇의 관계를 파악하며 도덕에 기반한 관계 형성의 필요성을 이해함.
6도02-03,보통,1,인간과 인공지능 로봇 간의 관계를 파악하려 노력하며 도덕에 기반한 관계 형성의 필요성에 관심을 가짐.
6도02-03,보통,2,인간과 인공지능 로봇의 관계에 관심을 갖고 도덕에 기반한 관계 형성의 필요성을 이해해 가는 모습을 보임.
6도03-01,매우잘함,1,인권과 관련된 다양한 사례를 살펴보고 생활 전반에서 인권 감수성을 길러 이를 실천하려는 의지를 가짐.
6도03-01,매우잘함,2,인권 관련 다양한 사례를 폭넓게 살펴보며 인권 감수성을 기르고 생활 전반에서 이를 실천하려는 확고한 의지를 보임.
6도03-01,잘함,1,인권과 관련된 사례를 살펴보고 인권에 관한 감수성을 길러 이를 실천하려는 의지를 가짐.
6도03-01,잘함,2,인권 관련 사례를 살펴보며 인권 감수성을 기르고 이를 실천하려는 의지를 지님.
6도03-01,보통,1,인권과 관련된 사례에 관심을 갖고 인권 감수성을 기르려고 노력함.
6도03-01,보통,2,인권 관련 사례에 관심을 기울이며 인권에 대한 감수성을 조금씩 키워가는 모습을 보임.
6도03-02,매우잘함,1,정의에 관한 관심을 토대로 공동체 규칙의 중요성을 포괄적으로 이해하고 공정한 규칙을 다각도로 고안하며 시민의식을 가짐.
6도03-02,매우잘함,2,정의에 대한 관심을 바탕으로 공동체 규칙의 중요성을 깊이 이해하고 공정한 규칙을 다양하게 고안하여 시민의식을 갖춤.
6도03-02,잘함,1,정의에 관한 관심을 토대로 공동체 규칙의 중요성을 이해하고 공정한 규칙을 고안하며 기초적인 시민의식을 기름.
6도03-02,잘함,2,정의에 대한 관심을 바탕으로 공동체 규칙의 중요성을 이해하고 공정한 규칙을 고안하여 시민의식을 갖춤.
6도03-02,보통,1,정의에 관한 관심을 바탕으로 공동체 규칙의 중요성을 조금씩 이해하며 공정한 규칙 고안에 관심을 가짐.
6도03-02,보통,2,공동체 규칙의 중요성에 대해 기초적으로 이해하고 공정한 규칙을 고안하려 노력하는 모습을 보임.
6도03-03,매우잘함,1,통일과정과 통일 이후 사회의 여러 상황을 전반적으로 예상하고 바람직한 통일 국가의 사회상을 다각도로 제시함.
6도03-03,매우잘함,2,통일과정과 통일 이후 사회의 다양한 상황을 폭넓게 예상하며 바람직한 통일 국가의 사회상을 다각도로 제시함.
6도03-03,잘함,1,통일과정과 통일 이후 사회의 여러 상황을 예상하고 바람직한 통일 국가의 사회상을 제시함.
6도03-03,잘함,2,통일 이후 사회의 여러 상황을 예상하며 바람직한 통일 국가의 사회상을 제시함.
6도03-03,보통,1,통일과정과 통일 이후 사회의 여러 상황을 부분적으로 예상하며 바람직한 통일 국가의 사회상에 관심을 가짐.
6도03-03,보통,2,통일 이후 사회의 상황에 대해 조금씩 예상해 보며 바람직한 통일 국가의 모습에 관심을 기울임.
6도03-04,매우잘함,1,다른 나라 사람들이 처한 여러 상황을 종합적으로 이해하고 해결 방안을 다각도로 탐구하며 인류애를 가짐.
6도03-04,매우잘함,2,다른 나라 사람들의 다양한 상황을 폭넓게 이해하고 해결 방안을 여러 측면에서 탐구하며 깊은 인류애를 보임.
6도03-04,잘함,1,다른 나라 사람들이 처한 여러 상황을 이해하고 해결 방안을 탐구하며 인류애를 기름.
6도03-04,잘함,2,다른 나라 사람들의 상황을 이해하고 해결 방안을 탐구하며 인류애를 갖춤.
6도03-04,보통,1,다른 나라 사람들이 처한 상황을 부분적으로 이해하며 해결 방안을 탐구하려 노력하고 인류애에 관심을 가짐.
6도03-04,보통,2,다른 나라 사람들의 상황에 관심을 가지며 해결 방안을 탐구하려는 태도를 조금씩 키워감.
6도04-01,매우잘함,1,지구의 환경 위기 상황을 전반적으로 이해하고 극복하기 위한 다양한 방법을 찾아 일상에서 실천하고자 노력함.
6도04-01,매우잘함,2,지구의 환경 위기 상황을 폭넓게 이해하며 극복할 다양한 방법을 찾아 일상 속에서 꾸준히 실천하고자 힘씀.
6도04-01,잘함,1,지구의 환경 위기 상황을 이해하고 이를 극복하기 위한 방법을 찾아 일상에서 실천하고자 노력함.
6도04-01,잘함,2,지구의 환경 위기 상황을 이해하며 극복 방법을 찾아 일상에서 실천하려는 모습을 보임.
6도04-01,보통,1,지구의 환경 위기 상황을 부분적으로 이해하며 극복 방법을 찾아 일상 속 실천에 관심을 가짐.
6도04-01,보통,2,환경 위기 상황에 대해 조금씩 이해해 가며 실천 방법을 찾는 것에 관심을 기울이는 모습을 보임.
6도04-02,매우잘함,1,지속가능한 삶의 의미를 포괄적으로 이해하고 미래 세대에 대한 높은 책임감으로 실천 방안을 다각도로 찾음.
6도04-02,매우잘함,2,지속가능한 삶의 의미를 깊이 이해하며 자연의 다양성과 생산성을 지킬 실천 방안을 폭넓게 모색함.
6도04-02,잘함,1,지속가능한 삶의 의미를 이해하고 책임감을 바탕으로 자연의 다양성을 존중하며 실천 방안을 찾음.
6도04-02,잘함,2,지속가능한 삶의 의미를 이해하며 미래 세대를 위한 책임감으로 실천 방안을 찾음.
6도04-02,보통,1,지속가능한 삶의 의미를 단편적으로 이해하며 실천 방안 모색에 관심을 가짐.
6도04-02,보통,2,지속가능한 삶의 의미에 대해 조금씩 이해해 가며 실천 방안에 관심을 기울이는 모습을 보임.
6미01-01,매우잘함,1,다양한 감각과 매체의 역할을 정확히 이해하고 이를 적극적으로 활용하여 자신과 대상을 폭넓게 탐색함.
6미01-01,매우잘함,2,여러 감각과 매체를 능숙하게 활용하며 자신과 주변 대상의 특징을 깊이 있게 탐색하는 모습을 보임.
6미01-01,잘함,1,다양한 감각과 매체를 대체로 활용하여 자신과 대상을 탐색함.
6미01-01,잘함,2,여러 감각과 매체의 역할을 이해하고 이를 활용해 자신과 대상을 탐색하는 모습을 보임.
6미01-01,보통,1,감각과 매체를 조금씩 활용하며 자신과 대상을 탐색해감.
6미01-01,보통,2,일부 감각과 매체를 활용하여 자신과 대상을 탐색하려고 노력함.
6미01-02,매우잘함,1,"자신이나 주변 환경에서 찾은 감각적 특징, 느낌, 생각 등을 정확하게 파악하고 다양한 방식으로 관련지어 구체적으로 나타냄."
6미01-02,매우잘함,2,"주변 환경에서 발견한 감각적 특징과 느낌, 생각을 폭넓게 연결하여 자신만의 방식으로 표현함."
6미01-02,잘함,1,"자신이나 주변 환경에서 찾은 감각적 특징, 느낌, 생각 등을 대체로 관련지어 나타냄."
6미01-02,잘함,2,"주변 환경에서 찾은 특징과 느낌, 생각을 연결하여 나타내는 모습을 보임."
6미01-02,보통,1,"감각적 특징이나 느낌, 생각 등을 조금씩 관련지어 나타내려고 노력함."
6미01-02,보통,2,주변 환경에서 찾은 특징과 느낌을 부분적으로 나타내며 표현해감.
6미01-03,매우잘함,1,주변 환경에 대한 민감한 태도로 대상과 적극적으로 상호 작용하며 새로운 의미를 정확하게 발견하여 설명함.
6미01-03,매우잘함,2,대상과의 상호 작용을 통해 주변 환경에서 새로운 의미를 폭넓게 발견하는 능력을 보임.
6미01-03,잘함,1,주변 환경에 대한 민감한 태도로 대상과 상호 작용하며 새로운 의미를 대체로 발견함.
6미01-03,잘함,2,대상과 상호 작용하는 과정에서 주변 환경의 새로운 의미를 찾아내는 모습을 보임.
6미01-03,보통,1,주변 환경에 관심을 보이며 대상과 상호 작용하여 의미를 발견하는 데 조금씩 참여함.
6미01-03,보통,2,대상과의 상호 작용을 통해 새로운 의미를 발견하려고 노력함.
6미01-04,매우잘함,1,이미지가 나타내는 의미를 비판적으로 정확하게 이해하고 해석하여 자신의 느낌과 생각을 전달하는 데 적절히 활용함.
6미01-04,매우잘함,2,이미지에 담긴 의미를 폭넓게 분석하고 이를 활용해 자신의 느낌과 생각을 효과적으로 전달함.
6미01-04,잘함,1,이미지가 나타내는 의미를 비판적으로 이해하고 느낌과 생각을 전달하는 데 대체로 활용함.
6미01-04,잘함,2,이미지의 의미를 이해하고 이를 바탕으로 자신의 느낌과 생각을 전달하는 모습을 보임.
6미01-04,보통,1,이미지가 나타내는 의미를 조금씩 이해하며 느낌과 생각을 전달하는 데 활용해감.
6미01-04,보통,2,이미지의 의미를 부분적으로 이해하고 느낌을 전달하려고 노력함.
6미02-01,매우잘함,1,다양한 방법으로 아이디어를 정교하게 연결하여 확장된 표현 주제로 구체화하여 발전시킴.
6미02-01,매우잘함,2,여러 아이디어를 폭넓게 연결하고 이를 창의적인 표현 주제로 발전시키는 능력을 보임.
6미02-01,잘함,1,다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 대체로 발전시킴.
6미02-01,잘함,2,아이디어를 연결하여 표현 주제를 확장하고 발전시키는 모습을 보임.
6미02-01,보통,1,아이디어를 조금씩 연결하며 표현 주제로 나타내려고 노력함.
6미02-01,보통,2,떠올린 아이디어를 부분적으로 연결하여 표현 주제로 나타내감.
6미02-02,매우잘함,1,디지털 매체 등 다양한 표현 재료와 용구의 특성을 정확히 이해하고 작품 제작에 적절하게 활용함.
6미02-02,매우잘함,2,여러 표현 재료와 용구를 폭넓게 탐색하여 작품 제작에 창의적으로 활용하는 모습을 보임.
6미02-02,잘함,1,디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 작품 제작에 대체로 활용함.
6미02-02,잘함,2,여러 표현 재료와 용구를 탐색하고 작품 제작에 활용하는 모습을 보임.
6미02-02,보통,1,표현 재료와 용구를 조금씩 탐색하며 작품 제작에 활용해감.
6미02-02,보통,2,일부 표현 재료와 용구를 작품 제작에 부분적으로 활용하려고 노력함.
6미02-03,매우잘함,1,조형 요소의 어울림을 통해 다양한 조형 원리를 정확히 이해하고 주제 표현에 적합하게 연결함.
6미02-03,매우잘함,2,조형 요소와 원리의 관계를 깊이 이해하고 이를 주제 표현에 창의적으로 연결하는 능력을 보임.
6미02-03,잘함,1,조형 요소의 어울림을 통해 조형 원리를 이해하고 주제 표현에 대체로 연결함.
6미02-03,잘함,2,조형 요소와 조형 원리를 이해하여 주제 표현에 연결하는 모습을 보임.
6미02-03,보통,1,조형 요소와 조형 원리를 조금씩 알아가며 주제 표현에 연결해감.
6미02-03,보통,2,조형 요소와 원리를 부분적으로 이해하고 주제 표현에 연결하려고 노력함.
6미02-04,매우잘함,1,주제 표현에 적극적인 의지를 갖고 표현의 전 과정을 지속적으로 돌아보며 작품을 구체적으로 발전시킴.
6미02-04,매우잘함,2,표현 과정을 세심하게 성찰하며 주제 표현에 대한 의지를 가지고 작품을 완성도 있게 발전시키는 모습을 보임.
6미02-04,잘함,1,주제 표현에 의지를 갖고 표현 과정을 돌아보며 작품을 대체로 발전시킴.
6미02-04,잘함,2,표현 과정을 돌아보며 주제 표현에 대한 의지를 가지고 작품을 발전시키는 모습을 보임.
6미02-04,보통,1,주제 표현에 관심을 갖고 표현 과정을 조금씩 돌아보며 작품을 만들어감.
6미02-04,보통,2,표현 과정을 부분적으로 돌아보며 작품을 제작하려고 노력함.
6미02-05,매우잘함,1,미술과 타 교과의 내용과 방법을 다양하게 융합하는 활동을 자유롭고 창의적으로 시도함.
6미02-05,매우잘함,2,미술과 다른 교과의 내용과 방법을 폭넓게 연결하여 융합 활동을 적극적으로 시도하는 모습을 보임.
6미02-05,잘함,1,미술과 타 교과의 내용과 방법을 융합하는 활동을 자유롭게 대체로 시도함.
6미02-05,잘함,2,미술과 다른 교과를 연결한 융합 활동을 시도하는 모습을 보임.
6미02-05,보통,1,미술과 타 교과를 융합하는 활동을 부분적으로 시도해감.
6미02-05,보통,2,미술과 다른 교과를 연결하는 활동을 조금씩 시도하려고 노력함.
6미03-01,매우잘함,1,"미술 작품을 작품이 만들어진 시대적, 지역적 배경 등과 폭넓게 연결하여 정확하게 이해함."
6미03-01,매우잘함,2,"작품의 시대적, 지역적 배경을 깊이 있게 파악하고 이를 작품 이해와 구체적으로 연결하는 모습을 보임."
6미03-01,잘함,1,"미술 작품을 작품이 만들어진 시대적, 지역적 배경 등과 연결하여 대체로 이해함."
6미03-01,잘함,2,"작품의 시대적, 지역적 배경을 파악하여 작품을 이해하는 모습을 보임."
6미03-01,보통,1,"미술 작품을 시대적, 지역적 배경과 조금씩 연결하여 이해해감."
6미03-01,보통,2,작품의 배경을 부분적으로 파악하며 작품을 이해하려고 노력함.
6미03-02,매우잘함,1,미술 작품의 내용과 형식을 다양한 방법으로 정확하게 분석하여 작품의 특징을 구체적으로 설명함.
6미03-02,매우잘함,2,"작품의 소재, 주제와 재료, 표현 방법, 조형 요소 등을 폭넓게 분석하여 작품의 특징을 논리적으로 설명하는 모습을 보임."
6미03-02,잘함,1,미술 작품의 내용과 형식을 분석하여 작품의 특징을 대체로 설명함.
6미03-02,잘함,2,"작품의 소재와 표현 방법, 조형 요소 등을 분석하여 특징을 설명하는 모습을 보임."
6미03-02,보통,1,미술 작품의 내용과 형식을 조금씩 고려하며 작품의 특징을 설명해감.
6미03-02,보통,2,작품의 내용과 형식을 부분적으로 살펴보며 특징을 설명하려고 노력함.
6미03-03,매우잘함,1,공동체의 미술 문화 활동에 폭넓은 관심을 가지고 적극적으로 참여하며 다양한 방법으로 경험을 공유함.
6미03-03,매우잘함,2,공동체 미술 문화 활동에 주도적으로 참여하고 자신의 경험을 풍부하게 나누는 모습을 보임.
6미03-03,잘함,1,공동체의 미술 문화 활동에 관심을 가지고 참여하며 경험을 대체로 공유함.
6미03-03,잘함,2,공동체의 미술 문화 활동에 참여하고 경험을 나누는 모습을 보임.
6미03-03,보통,1,공동체의 미술 문화 활동에 관심을 보이며 조금씩 참여해감.
6미03-03,보통,2,공동체 미술 문화 활동에 부분적으로 참여하려고 노력함.
6미03-04,매우잘함,1,다양한 방법을 활용하여 작품을 주도적으로 감상하며 작품에 관한 서로 다른 관점을 발견하고 폭넓게 존중함.
6미03-04,매우잘함,2,여러 방법으로 작품을 깊이 있게 감상하고 다양한 관점의 차이를 정확히 파악하여 존중하는 모습을 보임.
6미03-04,잘함,1,다양한 방법을 활용하여 작품을 감상하며 서로 다른 관점을 대체로 존중함.
6미03-04,잘함,2,여러 방법으로 작품을 감상하고 다른 관점을 존중하는 모습을 보임.
6미03-04,보통,1,일부 방법을 활용하여 작품을 감상하며 서로 다른 관점에 조금씩 관심을 가짐.
6미03-04,보통,2,작품을 감상하며 다른 관점에 관심을 가지려고 노력함.
6사01-01,매우잘함,1,다양한 자료를 활용해 우리나라 산지·하천·해안 지형의 위치를 조사하고 지형 분포의 특징을 심층적으로 분석함.
6사01-01,매우잘함,2,여러 자료를 근거로 우리나라 지형의 위치를 탐구하고 지형 분포 특징을 논리적으로 분석해 냄.
6사01-01,잘함,1,지도를 통해 우리나라 산지·하천·해안 지형의 위치를 찾고 지형 분포의 특징을 조리 있게 설명함.
6사01-01,잘함,2,우리나라 지형의 위치를 지도에서 확인하고 지형 분포의 특징을 짜임새 있게 설명할 수 있음.
6사01-01,보통,1,지도에서 산지·하천·해안 지형의 위치를 찾아보고 지형 분포의 특징을 자신의 말로 표현함.
6사01-01,보통,2,우리나라 지형의 위치를 지도로 익히며 분포 특징을 이해해 가는 모습을 보임.
6사01-02,매우잘함,1,독도의 지리적 특성을 분석하고 주요 역사 기록을 탐구하여 영토로서 독도의 중요성과 가치를 명확히 설명함.
6사01-02,매우잘함,2,역사 기록과 지리적 특성을 두루 탐구하여 영토로서 독도가 지닌 중요성과 가치를 깊이 있게 밝혀냄.
6사01-02,잘함,1,독도의 지리적 특성과 관련 역사 기록을 조사하여 독도의 중요성을 짜임새 있게 설명함.
6사01-02,잘함,2,자료 조사를 통해 독도의 지리적 특성과 역사 기록을 파악하고 그 중요성을 설명할 수 있음.
6사01-02,보통,1,독도의 지리적 특성을 파악하고 관련 역사 기록을 제시하며 독도의 중요성을 인식해 감.
6사01-02,보통,2,자료를 통해 독도의 지리적 특성과 역사 기록을 살펴보며 영토로서의 가치를 알아가는 모습을 보임.
6사02-01,매우잘함,1,자료를 바탕으로 계절별 기후 특징을 분석하고 자연재해의 심각성을 설명하며 기후변화 대응 행동에 적극 참여함.
6사02-01,매우잘함,2,우리나라의 계절별 기후를 심층 분석하여 자연재해의 심각성을 설명하고 기후변화 대응 실천에 앞장섬.
6사02-01,잘함,1,자료를 바탕으로 계절별 기후 특징을 조사하고 기후변화로 인한 자연재해의 심각성을 설명함.
6사02-01,잘함,2,계절별 기후 특징을 자료로 조사하여 기후변화에 따른 자연재해의 심각성을 조리 있게 설명함.
6사02-01,보통,1,자료를 통해 계절별 기후 특징을 인식하고 기후변화로 나타난 자연재해를 제시할 수 있음.
6사02-01,보통,2,계절별 기후 특징을 자료에서 살펴보며 기후변화와 자연재해의 관계를 알아가는 모습을 보임.
6사02-02,매우잘함,1,지역별 인구 분포의 특징을 분석하고 문제점에 따른 해결 방안을 조사하여 관련 사례까지 설명함.
6사02-02,매우잘함,2,우리나라 인구 분포의 특징을 깊이 분석하고 그에 따른 문제와 해결 방안을 사례를 들어 설명함.
6사02-02,잘함,1,지역별 인구 분포의 특징을 설명하고 이에 따른 문제점을 찾아 해결 방안을 조사함.
