standard_code,level,variant_no,template_text
4과15-01,잘함,1,기체가 무게가 있음을 알아보는 실험을 대체로 수행함.
4과15-01,잘함,2,기체의 무게를 확인하는 실험을 대략적으로 수행함.
4과15-01,보통,1,기체가 무게가 있음을 조금씩 말해감.
4과15-01,보통,2,기체의 무게에 관심을 보임.
4과15-02,매우잘함,1,온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고 우리 주변에서 관련된 사례를 찾아 정확히 설명함.
4과15-02,매우잘함,2,온도와 압력에 따른 기체 부피 변화를 구체적인 사례로 폭넓게 설명함.
4과15-02,잘함,1,온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고 대체로 설명함.
4과15-02,잘함,2,기체의 부피 변화 현상을 대략적으로 관찰하여 설명함.
4과15-02,보통,1,온도나 압력에 따라 기체의 부피가 달라짐을 조금씩 말해감.
4과15-02,보통,2,기체의 부피 변화에 관심을 보임.
4과15-03,매우잘함,1,일상생활에서 이용하는 기체의 종류와 성질을 조사하여 정확히 설명하고 여러 가지 기체에 흥미를 가짐.
4과15-03,매우잘함,2,다양한 기체의 성질을 구체적인 사례로 조사하여 폭넓은 흥미를 보임.
4과15-03,잘함,1,일상생활에서 이용하는 기체의 종류를 조사하고 여러 가지 기체에 대체로 흥미를 가짐.
4과15-03,잘함,2,기체의 종류를 대략적으로 조사하여 흥미를 가짐.
4과15-03,보통,1,일상생활에서 여러 가지 기체가 이용되고 있음을 조금씩 말해감.
4과15-03,보통,2,기체의 종류에 관심을 보임.
4과15-04,매우잘함,1,기체의 성질을 이해하고 이를 이용하여 작동시킬 수 있는 장치를 정확히 설계하고 제작함.
4과15-04,매우잘함,2,기체의 성질을 구체적으로 적용한 장치를 창의적으로 설계하고 만듦.
4과15-04,잘함,1,기체의 성질을 이해하고 이를 이용하여 작동시킬 수 있는 장치를 대체로 설계함.
4과15-04,잘함,2,기체의 성질을 대략적으로 활용하여 장치를 설계함.
4과15-04,보통,1,기체의 성질을 이용한 장치를 통해 기체의 성질을 조금씩 말해감.
4과15-04,보통,2,기체의 성질을 이용한 장치 만들기에 관심을 보임.
4과16-01,매우잘함,1,다양한 기후변화 현상의 예를 알고 기후변화에 영향을 주는 인간의 활동을 찾아 증거에 기반하여 정확히 토의함.
4과16-01,매우잘함,2,기후변화 현상의 원인을 구체적인 증거로 분석하여 논리적으로 토의함.
4과16-01,잘함,1,기후변화 현상의 예를 알고 기후변화와 인간의 활동 사이의 관계를 대체로 조사함.
4과16-01,잘함,2,기후변화와 인간 활동의 관계를 대략적으로 조사함.
4과16-01,보통,1,기후변화에 따른 현상을 조금씩 찾아감.
4과16-01,보통,2,기후변화 현상에 관심을 보임.
4과16-02,매우잘함,1,기후변화의 심각성에 관심을 가지고 해수면 상승으로 인한 피해 모형실험을 통해 기후변화가 우리 생활과 환경에 미치는 영향을 정확히 설명함.
4과16-02,매우잘함,2,기후변화로 인한 피해 사례를 구체적인 모형실험으로 폭넓게 설명함.
4과16-02,잘함,1,기후변화에 관심을 가지고 기후변화가 우리 생활과 환경에 미치는 영향을 해수면 상승과 관련지어 대체로 말함.
4과16-02,잘함,2,기후변화가 생활과 환경에 미치는 영향을 대략적으로 말함.
4과16-02,보통,1,해수면 상승이 기후변화와 관련이 있다는 것을 조금씩 말해감.
4과16-02,보통,2,기후변화가 환경에 미치는 영향에 관심을 보임.
4과16-03,매우잘함,1,지속가능한 사회에 관심을 가지고 기후변화 대응 방법을 조사하여 생활 속에서 정확히 실천함.
4과16-03,매우잘함,2,기후변화 대응 방법을 구체적으로 조사하여 생활 속에서 꾸준히 실천함.
4과16-03,잘함,1,지속가능한 사회에 관심을 가지고 생활 속에서 실천할 수 있는 기후변화 대응 방법을 대체로 조사함.
4과16-03,잘함,2,기후변화 대응 방법을 대략적으로 조사함.
4과16-03,보통,1,생활 속에서 실천할 수 있는 기후변화 대응 방법을 조금씩 조사해감.
4과16-03,보통,2,기후변화 대응에 관심을 보임.
4국01-01,매우잘함,1,중요한 내용과 주제를 정확하게 파악하며 듣고 이를 자신의 언어로 구체적으로 요약함.
4국01-01,매우잘함,2,들은 내용에서 중심 내용과 세부 내용을 정확히 구분하여 핵심을 폭넓게 요약함.
4국01-01,잘함,1,중요한 내용과 주제를 대체로 파악하며 듣고 그 내용을 요약함.
4국01-01,잘함,2,들은 내용의 중심 내용과 세부 내용을 대략적으로 구분하여 요약함.
4국01-01,보통,1,중요한 내용과 주제를 조금씩 파악하며 듣고 요약해감.
4국01-01,보통,2,들은 내용 중 일부를 파악하여 요약하려고 노력함.
4국01-02,매우잘함,1,원인과 결과의 관계를 정확하게 고려하여 이어질 내용을 구체적으로 예측하며 듣고 말함.
4국01-02,매우잘함,2,원인과 결과가 분명히 드러나도록 내용을 예측하고 폭넓게 표현하여 말함.
4국01-02,잘함,1,원인과 결과의 관계를 대체로 고려하여 내용을 예측하며 듣고 말함.
4국01-02,잘함,2,원인과 결과가 드러나게 이어질 내용을 대략적으로 예측하여 말함.
4국01-02,보통,1,원인과 결과의 관계를 조금씩 고려하며 내용을 예측해감.
4국01-02,보통,2,원인이나 결과 중 일부를 파악하여 말하려고 노력함.
4국01-03,매우잘함,1,상황에 적절한 준언어･비언어적 표현을 정확하게 활용하여 의미를 구체적으로 전달하고 이해함.
4국01-03,매우잘함,2,담화 상황에 맞는 준언어･비언어적 표현을 폭넓게 활용하여 효과적으로 듣고 말함.
4국01-03,잘함,1,상황에 적절한 준언어･비언어적 표현을 대체로 활용하여 듣고 말함.
4국01-03,잘함,2,담화 상황에 맞는 준언어･비언어적 표현을 대략적으로 활용하여 의미를 전달함.
4국01-03,보통,1,상황에 맞는 준언어･비언어적 표현을 조금씩 활용해감.
4국01-03,보통,2,준언어･비언어적 표현 일부를 활용하여 듣고 말하려고 노력함.
4국01-04,매우잘함,1,상황과 상대의 입장을 정확히 이해하고 상대를 배려하는 표현을 적극적으로 활용하여 예의를 지키며 대화함.
4국01-04,매우잘함,2,대화 상황과 상대 입장을 구체적으로 파악하여 예의 바른 태도로 폭넓게 소통함.
4국01-04,잘함,1,상황과 상대의 입장을 대체로 이해하고 예의를 지키며 대화함.
4국01-04,잘함,2,상대를 배려하는 표현을 대략적으로 사용하여 예의 있게 대화함.
4국01-04,보통,1,상황과 상대의 입장을 조금씩 이해하며 대화해감.
4국01-04,보통,2,일부 상황에서 예의를 지키며 대화하려고 노력함.
4국01-05,매우잘함,1,발표 목적과 주제에 알맞은 내용을 정확하게 선별하여 자료를 정리하고 자신감 있게 발표함.
4국01-05,매우잘함,2,발표 전 점검한 내용을 바탕으로 자료를 구체적으로 정리하여 폭넓게 발표함.
4국01-05,잘함,1,발표 목적과 주제에 알맞게 자료를 대체로 정리하여 자신감 있게 발표함.
4국01-05,잘함,2,발표 내용을 대략적으로 정리하여 자신감을 갖고 발표함.
4국01-05,보통,1,발표 목적과 주제를 조금씩 고려하여 자료를 정리해감.
4국01-05,보통,2,발표 내용을 일부 나열하는 수준에서 발표하려고 노력함.
4국01-06,매우잘함,1,주제에 적절한 의견과 타당한 이유를 분명하게 제시하고 서로의 생각을 적극적으로 교환하며 토의함.
4국01-06,매우잘함,2,다른 사람을 존중하는 태도로 의견을 구체적으로 제시하며 폭넓게 토의에 참여함.
4국01-06,잘함,1,주제에 적절한 의견과 이유를 대체로 제시하며 서로의 생각을 교환하며 토의함.
4국01-06,잘함,2,다른 사람을 존중하는 태도로 의견을 대략적으로 교환하며 토의함.
4국01-06,보통,1,주제에 대한 의견과 이유를 조금씩 제시해감.
4국01-06,보통,2,서로의 생각을 일부 묻고 답하며 토의에 참여하려고 노력함.
4국02-01,매우잘함,1,글의 의미를 정확하게 파악하고 효과적으로 표현하는 방법을 사용하여 유창하게 소리 내어 읽음.
4국02-01,매우잘함,2,글의 내용을 구체적으로 이해하며 폭넓은 표현력으로 유창하게 낭독함.
4국02-01,잘함,1,글의 의미를 대체로 파악하며 유창하게 글을 읽음.
4국02-01,잘함,2,글의 내용을 대략적으로 이해하며 매끄럽게 읽음.
4국02-01,보통,1,글의 의미를 조금씩 파악하며 읽어감.
4국02-01,보통,2,글을 소리 내어 읽으려고 노력함.
4국02-02,매우잘함,1,문단별 중요 단어와 중심 문장을 정확하게 파악하여 글의 중심 생각을 자신의 말로 구체적으로 간추림.
4국02-02,매우잘함,2,문단별 중심 내용을 통합하여 글 전체의 중심 생각을 폭넓게 정리함.
4국02-02,잘함,1,문단과 글에서 중심 생각을 대체로 파악하고 내용을 간추림.
4국02-02,잘함,2,문단별 중심 내용을 대략적으로 통합하여 간추림.
4국02-02,보통,1,문단의 중심 내용을 조금씩 파악하며 간추려감.
4국02-02,보통,2,글의 중심 생각을 일부 파악하여 간추리려고 노력함.
4국02-03,매우잘함,1,질문을 활용하여 글의 의미나 내용을 정확하게 예측하며 읽고 이해 수준과 어려움을 적극적으로 점검함.
4국02-03,매우잘함,2,읽기 과정에서 겪는 어려움을 구체적으로 파악하여 폭넓게 점검하며 읽음.
4국02-03,잘함,1,질문을 활용하여 글의 내용을 대체로 예측하며 읽고 자신의 읽기 과정을 점검함.
4국02-03,잘함,2,읽기 과정에서 겪는 어려움을 대략적으로 점검하며 읽음.
4국02-03,보통,1,질문을 활용하여 글을 조금씩 예측하며 읽어감.
4국02-03,보통,2,읽기 과정에서 겪는 어려움을 일부 점검하려고 노력함.
4국02-04,매우잘함,1,글에 나타난 사실과 의견을 정확하게 구분하고 의견의 타당성을 평가하여 필자와 자신의 의견을 적극적으로 비교함.
4국02-04,매우잘함,2,필자의 의견을 구체적으로 분석하여 자신의 의견과 폭넓게 견주어 봄.
4국02-04,잘함,1,글에 나타난 사실과 의견을 대체로 구분하고 필자와 자신의 의견을 비교함.
4국02-04,잘함,2,필자의 의견을 대략적으로 파악하여 자신의 의견과 비교함.
4국02-04,보통,1,글에 나타난 사실과 의견을 조금씩 구분해감.
4국02-04,보통,2,필자와 자신의 의견을 일부 비교하려고 노력함.
4국02-05,매우잘함,1,글이나 자료를 찾아 읽을 때 출처를 정확하게 확인하고 평가 기준에 따라 신뢰도를 능동적으로 판단함.
4국02-05,매우잘함,2,자료의 출처를 구체적으로 검증하여 신뢰성을 폭넓게 평가함.
4국02-05,잘함,1,글이나 자료의 출처를 대체로 확인하고 믿을 만한지 판단함.
4국02-05,잘함,2,평가 기준에 따라 출처의 신뢰도를 대략적으로 판단함.
4국02-05,보통,1,글이나 자료의 출처를 조금씩 확인해감.
4국02-05,보통,2,출처가 믿을 만한지 일부 판단하려고 노력함.
4국02-06,매우잘함,1,다양한 읽기 활동에 적극적으로 참여하면서 바람직한 읽기 습관을 형성하고 자신감을 구체적으로 갖춤.
4국02-06,매우잘함,2,폭넓은 읽기 경험을 통해 읽기 습관과 자신감을 확고히 기름.
4국02-06,잘함,1,읽기 경험을 통해 바람직한 읽기 습관을 대체로 형성하고 자신감을 기름.
4국02-06,잘함,2,다양한 읽기 활동에 참여하며 자신감을 대략적으로 키워감.
4국02-06,보통,1,바람직한 읽기 습관을 조금씩 형성해감.
4국02-06,보통,2,읽기에 대한 자신감을 기르려고 노력함.
4국03-01,매우잘함,1,중심 문장과 뒷받침 문장을 갖추어 문단을 짜임새 있게 쓰고 글의 내용과 표현을 효과적으로 고쳐 씀.
4국03-01,매우잘함,2,문장과 문단 단위에서 글의 내용과 표현을 구체적으로 점검하여 폭넓게 고쳐 씀.
4국03-01,잘함,1,중심 문장과 뒷받침 문장을 갖추어 문단을 대체로 쓰고 고쳐 씀.
4국03-01,잘함,2,문장과 문단을 중심으로 글의 내용이나 표현을 대략적으로 고쳐 씀.
4국03-01,보통,1,중심 문장이 있는 문단을 조금씩 써감.
4국03-01,보통,2,문장을 중심으로 글의 내용이나 표현 일부를 고쳐 쓰려고 노력함.
4국03-02,매우잘함,1,절차와 결과가 드러나게 글의 내용을 짜임새 있게 조직하고 사실에 기반하여 정확하게 보고하는 글을 씀.
4국03-02,매우잘함,2,사실에 기반한 내용을 간결하고 정확한 표현으로 구체적으로 서술하여 보고함.
4국03-02,잘함,1,절차와 결과가 드러나게 글의 내용을 대체로 조직하여 보고하는 글을 씀.
4국03-02,잘함,2,사실에 기반한 내용을 대략적으로 정확한 표현으로 보고함.
4국03-02,보통,1,절차와 결과가 조금씩 드러나게 글을 써감.
4국03-02,보통,2,일부 정확한 표현을 사용하여 보고하는 글을 쓰려고 노력함.
4국03-03,매우잘함,1,대상에 대해 자신의 의견을 제시하고 이를 뒷받침하는 이유가 명료하게 드러나도록 구체적으로 글을 씀.
4국03-03,매우잘함,2,의견과 근거를 논리적으로 연결하여 폭넓게 글을 씀.
4국03-03,잘함,1,대상에 대한 자신의 의견과 이유가 대체로 드러나게 글을 씀.
4국03-03,잘함,2,의견을 뒷받침하는 이유를 대략적으로 들어 글을 씀.
4국03-03,보통,1,대상에 대한 자신의 의견을 조금씩 제시해감.
4국03-03,보통,2,의견에 대한 이유를 일부 드러내며 글을 쓰려고 노력함.
4국03-04,매우잘함,1,목적과 주제와 같은 상황 맥락을 전체적으로 고려하여 독자에게 마음을 구체적으로 전하는 글을 씀.
4국03-04,매우잘함,2,독자의 입장을 폭넓게 헤아려 상황에 맞는 마음을 정확하게 전함.
4국03-04,잘함,1,목적과 주제를 대체로 고려하여 독자에게 마음을 전하는 글을 씀.
4국03-04,잘함,2,상황 맥락을 대략적으로 고려하여 마음을 전하는 글을 씀.
4국03-04,보통,1,목적 또는 주제를 조금씩 고려하며 글을 써감.
4국03-04,보통,2,독자에게 마음을 전하는 글을 쓰려고 노력함.
4국03-05,매우잘함,1,자신의 쓰기 과정을 능동적으로 점검하여 글의 내용과 표현을 구체적으로 수정·보완하고 자신감을 폭넓게 갖춤.
4국03-05,매우잘함,2,다양한 유형의 글을 쓰면서 쓰기 과정을 스스로 정확하게 점검함.
4국03-05,잘함,1,자신의 쓰기 과정을 대체로 점검하여 글의 내용이나 표현을 수정·보완함.
4국03-05,잘함,2,다양한 유형의 글을 쓰면서 자신감을 대략적으로 키워감.
4국03-05,보통,1,자신의 쓰기 과정을 조금씩 점검해감.
4국03-05,보통,2,일부 유형의 글을 쓰며 자신감을 가지려고 노력함.
4국04-01,매우잘함,1,다양한 단어 간의 의미 관계를 종합적으로 분석하여 정확하게 파악함.
4국04-01,매우잘함,2,여러 유형의 단어 관계를 폭넓게 비교하며 구체적으로 이해함.
4국04-01,잘함,1,단어와 단어 간의 의미 관계를 대체로 이해함.
4국04-01,잘함,2,단어 간 의미 관계를 대략적으로 파악함.
4국04-01,보통,1,단어 간의 의미 관계를 조금씩 이해해감.
4국04-01,보통,2,단어 간의 의미 관계를 제한적으로 파악하려고 노력함.
4국04-02,매우잘함,1,단어를 다양한 기준에 따라 정확하게 분류하고 국어사전의 정보를 종합적으로 활용하여 능동적으로 국어 활동을 함.
4국04-02,매우잘함,2,국어사전 정보를 폭넓게 활용하여 구체적인 국어 활동을 전개함.
4국04-02,잘함,1,단어를 분류하고 국어사전의 정보를 대체로 활용하여 국어 활동을 함.
4국04-02,잘함,2,국어사전의 정보를 대략적으로 활용하여 국어 활동을 함.
4국04-02,보통,1,단어의 분류 기준을 조금씩 확인해감.
4국04-02,보통,2,국어사전의 정보를 일부 활용하여 국어 활동을 하려고 노력함.
4국04-03,매우잘함,1,다양한 문장에서 기본적인 문장의 짜임을 정확하게 분석하고 여러 짜임의 문장을 적절하게 사용함.
4국04-03,매우잘함,2,문장의 짜임을 폭넓게 파악하여 구체적인 상황에 맞게 활용함.
4국04-03,잘함,1,기본적인 문장의 짜임을 대체로 이해하고 사용함.
4국04-03,잘함,2,여러 가지 짜임의 문장을 대략적으로 이해하여 사용함.
4국04-03,보통,1,기본적인 문장의 짜임을 조금씩 이해해감.
4국04-03,보통,2,문장의 짜임을 제한적으로 이해하고 사용하려고 노력함.
4국04-04,매우잘함,1,글과 담화에 쓰인 다양한 높임 표현과 지시·접속 표현을 정확하게 분석하고 상황에 맞게 효과적으로 활용함.
4국04-04,매우잘함,2,높임 표현과 지시·접속 표현을 폭넓게 이해하여 구체적인 상황에 적용함.
4국04-04,잘함,1,글과 담화에 쓰인 높임 표현과 지시·접속 표현을 대체로 이해하고 상황에 맞게 표현함.
4국04-04,잘함,2,높임 표현과 지시·접속 표현을 대략적으로 이해하여 활용함.
4국04-04,보통,1,높임 표현과 지시·접속 표현을 조금씩 확인해감.
4국04-04,보통,2,표현 일부를 상황에 맞게 나타내려고 노력함.
4국04-05,매우잘함,1,언어가 의사소통과 관계 형성의 수단임을 종합적으로 이해하고 국어를 소중히 여기는 태도를 내면화함.
4국04-05,매우잘함,2,국어의 가치를 폭넓게 인식하여 소중히 여기는 태도가 구체적으로 드러남.
4국04-05,잘함,1,언어가 의사소통과 관계 형성의 수단임을 이해하고 국어의 소중함을 대체로 인식함.
4국04-05,잘함,2,국어의 소중함을 인식하는 태도를 대략적으로 지님.
4국04-05,보통,1,국어의 소중함에 조금씩 관심을 가져감.
4국04-05,보통,2,언어의 역할을 확인하며 국어를 소중히 여기려고 노력함.
4국05-01,매우잘함,1,인물과 이야기의 흐름을 정확하게 파악하며 작품을 능동적으로 감상함.
4국05-01,매우잘함,2,이야기 전개를 구체적으로 이해하여 폭넓은 시각으로 작품을 감상함.
4국05-01,잘함,1,인물과 이야기의 흐름을 대체로 파악하며 작품을 감상함.
4국05-01,잘함,2,이야기 전개를 대략적으로 이해하며 작품을 감상함.
4국05-01,보통,1,인물과 이야기의 흐름에 조금씩 관심을 가져감.
4국05-01,보통,2,작품을 감상하려고 노력함.
4국05-02,매우잘함,1,자신의 경험을 바탕으로 작품 속 세계와 현실 세계의 공통점이나 차이점을 구체적으로 비교하며 적극적으로 감상함.
4국05-02,매우잘함,2,작품에 대한 의견을 폭넓게 나누며 현실과의 관계를 정확하게 견주어 봄.
4국05-02,잘함,1,자신의 경험을 바탕으로 작품 속 세계와 현실 세계를 대체로 비교하며 작품을 감상함.
4국05-02,잘함,2,작품 속 세계와 현실 세계의 공통점이나 차이점을 대략적으로 비교함.
4국05-02,보통,1,작품 속 세계와 현실 세계를 조금씩 비교해감.
4국05-02,보통,2,자신의 경험을 일부 떠올리며 작품을 감상하려고 노력함.
4국05-03,매우잘함,1,작품을 듣거나 읽고 마음에 든 이유를 구체적으로 말하며 작품을 자세하게 소개함.
4국05-03,매우잘함,2,작품의 인상 깊은 부분을 폭넓게 짚어 내어 생생하게 소개함.
4국05-03,잘함,1,작품을 듣거나 읽고 마음에 든 이유를 대체로 말하며 소개함.
4국05-03,잘함,2,마음에 드는 작품을 대략적으로 소개함.
4국05-03,보통,1,작품에서 마음에 드는 부분을 조금씩 찾아감.
4국05-03,보통,2,작품의 일부를 말하며 소개하려고 노력함.
4국05-04,매우잘함,1,감각적 표현의 특성과 효과를 정확하게 파악하며 작품을 감상하고 자신의 생각이나 감정을 적극적으로 표현함.
4국05-04,매우잘함,2,감각적 표현을 폭넓게 활용하여 자신의 느낌을 구체적으로 나타냄.
4국05-04,잘함,1,감각적 표현의 특성을 대체로 파악하며 작품을 감상하고 생각이나 감정을 표현함.
4국05-04,잘함,2,감각적 표현을 대략적으로 활용하여 자신의 생각을 나타냄.
4국05-04,보통,1,감각적 표현에 조금씩 유의하며 작품을 감상해감.
4국05-04,보통,2,감각적 표현을 활용하여 생각이나 감정을 간단하게 표현하려고 노력함.
4국05-05,매우잘함,1,재미나 감동을 느끼며 작품을 적극적으로 찾아 읽고 즐겨 감상하는 태도가 폭넓게 드러남.
4국05-05,매우잘함,2,다양한 작품을 스스로 찾아 감상하며 즐거움을 구체적으로 느낌.
4국05-05,잘함,1,재미나 감동을 느끼며 작품을 읽고 즐기는 태도를 대체로 지님.
4국05-05,잘함,2,작품을 읽으며 재미나 감동을 대략적으로 느낌.
4국05-05,보통,1,주어진 작품을 읽으며 재미나 감동을 조금씩 느껴감.
4국05-05,보통,2,작품을 감상하는 태도를 지니려고 노력함.
4국06-01,매우잘함,1,학습 상황에 필요한 다양한 자료를 인터넷에서 효과적으로 탐색하고 목적에 적합한 자료를 정확하게 선택함.
4국06-01,매우잘함,2,자료 탐색 과정을 폭넓게 활용하여 목적에 맞는 자료를 구체적으로 선별함.
4국06-01,잘함,1,학습 상황에 필요한 자료를 인터넷에서 대체로 탐색하고 목적에 맞게 선택함.
4국06-01,잘함,2,다양한 자료를 대략적으로 탐색하여 목적에 맞는 자료를 고름.
4국06-01,보통,1,학습에 필요한 자료를 인터넷에서 조금씩 탐색해감.
4국06-01,보통,2,자료를 탐색하려고 노력함.
4국06-02,매우잘함,1,다양한 매체를 활용하여 간단한 발표 자료를 짜임새 있게 구체적으로 만듦.
4국06-02,매우잘함,2,매체의 특성을 폭넓게 살려 발표 자료를 효과적으로 구성함.
4국06-02,잘함,1,매체를 활용하여 간단한 발표 자료를 대체로 만듦.
4국06-02,잘함,2,매체를 대략적으로 활용하여 발표 자료를 만듦.
4국06-02,보통,1,매체를 활용하여 발표 자료를 조금씩 만들어감.
4국06-02,보통,2,발표 자료의 일부를 만들려고 노력함.
4국06-03,매우잘함,1,매체 소통 윤리를 정확하게 이해하고 이를 지키며 매체 자료를 적극적으로 활용하고 공유함.
4국06-03,매우잘함,2,매체 자료 활용 과정에서 소통 윤리를 폭넓게 실천하며 구체적으로 공유함.
4국06-03,잘함,1,기본적인 매체 소통 윤리를 대체로 이해하면서 매체 자료를 활용하고 공유함.
4국06-03,잘함,2,매체 소통 윤리를 대략적으로 지키며 자료를 공유함.
4국06-03,보통,1,매체 소통 윤리를 조금씩 이해해감.
4국06-03,보통,2,매체 자료 일부를 활용하거나 공유하려고 노력함.
4도01-01,매우잘함,1,자신의 감정을 소중히 여기며 존중하는 태도를 바탕으로 내가 누구인지 다양한 관점에서 구체적으로 탐구함.
4도01-01,매우잘함,2,자신의 감정을 폭넓게 존중하고 이를 바탕으로 자신의 정체성을 정확하게 탐구함.
4도01-01,잘함,1,자신의 감정을 존중하는 태도를 바탕으로 내가 누구인지 대체로 탐구함.
4도01-01,잘함,2,자신의 감정을 존중하려는 태도를 가지고 자신의 정체성을 대략적으로 탐구함.
4도01-01,보통,1,자신의 감정을 존중하는 태도를 조금씩 길러가며 내가 누구인지 탐구해감.
4도01-01,보통,2,자신의 감정에 관심을 가지고 존중하려 노력하며 정체성 탐구를 시도함.
4도01-02,매우잘함,1,정직의 의미를 정확히 이해하고 다양한 모범 사례를 폭넓게 탐색하여 바르게 행동하려는 태도를 갖춤.
4도01-02,매우잘함,2,정직의 의미를 구체적으로 파악하고 모범 사례를 폭넓게 탐색하여 실생활에서 바른 행동을 실천함.
4도01-02,잘함,1,정직의 의미를 대체로 이해하고 모범적인 사례를 탐색하여 바르게 행동하려는 태도를 기름.
4도01-02,잘함,2,정직의 의미를 대략적으로 파악하고 모범 사례를 찾아 바르게 행동하려 함.
4도01-02,보통,1,정직의 의미에 관심을 가지고 조금씩 이해해가며 바르게 행동하려고 노력함.
4도01-02,보통,2,정직의 의미를 이해하는 데 도움이 필요하며 바른 행동을 위해 노력하는 모습을 보임.
4도01-03,매우잘함,1,성실한 생활의 모범 사례를 폭넓게 탐색하고 시간 관리를 위한 생활 계획을 구체적으로 세워 지속적인 자기 성장을 모색함.
4도01-03,매우잘함,2,성실함의 다양한 모범 사례를 정확히 탐색하고 체계적인 시간 관리 계획을 세워 자기 성장을 꾸준히 추구함.
4도01-03,잘함,1,성실한 생활의 모범 사례를 탐색하고 시간 관리를 위한 생활 계획을 대체로 세워 자기 성장을 모색함.
4도01-03,잘함,2,성실한 생활 사례를 대략적으로 탐색하고 시간 관리 계획을 세워 성장을 도모함.
4도01-03,보통,1,성실한 생활 사례에 관심을 가지고 시간 관리 계획을 조금씩 세워감.
4도01-03,보통,2,성실한 생활 태도를 기르려 노력하며 시간 관리 계획 세우기를 시도함.
4도01-04,매우잘함,1,다른 사람의 관점을 수용할 수 있는지를 도덕적으로 정확하게 검토하고 도덕규범을 폭넓게 내면화하여 도덕적으로 행동하는 자세를 갖춤.
4도01-04,매우잘함,2,타인의 관점 수용 가능성을 구체적으로 검토하고 도덕규범을 내면화하여 일관되게 도덕적으로 행동함.
4도01-04,잘함,1,다른 사람의 관점을 수용할 수 있는지를 도덕적으로 검토하고 도덕규범을 대체로 내면화하여 도덕적으로 행동하려는 자세를 기름.
4도01-04,잘함,2,타인의 관점을 대략적으로 검토하고 도덕규범을 내면화하려 노력하며 도덕적으로 행동함.
4도01-04,보통,1,다른 사람의 관점을 검토하는 데 조금씩 관심을 가지며 도덕적으로 행동하려 노력함.
4도01-04,보통,2,도덕규범을 내면화해가는 과정에 있으며 도덕적으로 행동하려는 노력을 보임.
4도02-01,매우잘함,1,"효, 우애의 의미와 필요성을 명료하고 정확하게 이해하고 가족의 행복을 위해 할 수 있는 일을 폭넓게 탐색하여 구체적인 실천 계획을 세움."
4도02-01,매우잘함,2,효와 우애의 가치를 구체적으로 이해하고 가족의 행복을 위한 다양한 실천 방안을 탐색하여 계획을 세움.
4도02-01,잘함,1,"효, 우애의 의미와 필요성을 대체로 이해하고 가족의 행복을 위해 할 수 있는 일을 탐색하여 실천 계획을 세움."
4도02-01,잘함,2,효와 우애의 의미를 대략적으로 이해하고 가족을 위한 실천 방안을 탐색함.
4도02-01,보통,1,"효, 우애의 의미에 관심을 가지고 조금씩 이해해가며 가족을 위한 실천 계획 세우기를 시도함."
4도02-01,보통,2,가족의 행복을 위해 할 수 있는 일을 찾으려 노력하는 모습을 보임.
4도02-02,매우잘함,1,친구 사이의 배려에 대해 정확하게 이해하고 이를 바탕으로 일상생활에서 배려에 기반한 도덕적 관계를 맺는 방안을 다각도로 탐색함.
4도02-02,매우잘함,2,친구 간 배려의 의미를 폭넓게 이해하고 도덕적 관계 형성을 위한 구체적인 방안을 탐색함.
4도02-02,잘함,1,친구 사이의 배려에 대한 이해를 바탕으로 일상생활에서 도덕적 관계를 맺을 수 있는 방안을 대체로 탐색함.
4도02-02,잘함,2,친구 간 배려의 의미를 대략적으로 이해하고 관계 형성 방안을 탐색함.
4도02-02,보통,1,친구 사이의 배려에 관심을 가지고 도덕적 관계 맺는 방안을 조금씩 탐색해감.
4도02-02,보통,2,친구를 배려하는 방법을 찾아보려 노력하는 모습을 보임.
4도02-03,매우잘함,1,공감의 태도가 필요한 이유를 폭넓게 이해하고 도덕적 상상력을 바탕으로 대상과 상황에 따라 감정을 나누는 방법을 다각도로 탐구하여 생활 속에서 실천함.
4도02-03,매우잘함,2,공감이 필요한 이유를 정확히 이해하고 상황에 맞게 감정을 나누는 다양한 방법을 탐구하여 적극적으로 실천함.
4도02-03,잘함,1,공감의 태도가 필요한 이유를 이해하고 도덕적 상상력을 바탕으로 감정을 나누는 방법을 탐구하여 대체로 실천함.
4도02-03,잘함,2,공감의 필요성을 대략적으로 이해하고 상황에 따라 감정을 나누는 방법을 탐구함.
4도02-03,보통,1,공감의 태도에 관심을 가지고 감정을 나누는 방법을 조금씩 탐구해감.
4도02-03,보통,2,타인과 감정을 나누려는 노력을 조금씩 보임.
4도03-01,매우잘함,1,불공정의 사례를 다각도로 탐구하고 일상생활에서 공정의 가치를 추구하는 활동을 통해 적극적인 실천 의지를 갖춤.
4도03-01,매우잘함,2,다양한 불공정 사례를 구체적으로 탐구하고 공정한 가치를 추구하는 활동에 적극적으로 참여하여 실천 의지를 함양함.
4도03-01,잘함,1,불공정의 사례를 탐구하고 일상생활에서 공정의 가치를 추구하는 활동을 통해 실천 의지를 기름.
4도03-01,잘함,2,불공정 사례를 대략적으로 탐구하고 공정한 가치를 추구하려는 의지를 보임.
4도03-01,보통,1,불공정의 사례에 관심을 가지고 공정의 가치를 추구하는 활동에 조금씩 참여함.
4도03-01,보통,2,공정의 가치를 추구하려는 노력을 조금씩 보임.
